region,total_customers,affected_customers,created_at
PONCE,212508,876,2023-03-29T15:00:00
SAN JUAN,253068,1427,2023-03-29T15:00:00
ARECIBO,177369,7,2023-04-16T15:00:00
BAYAMON,216496,36,2023-04-16T15:00:00
CAROLINA,141663,23,2023-04-16T15:00:00
CAGUAS,250514,182,2023-04-16T15:00:00
MAYAGUEZ,216605,235,2023-04-16T15:00:00
PONCE,212508,5,2023-04-16T15:00:00
SAN JUAN,253068,22,2023-04-16T15:00:00
ARECIBO,177369,76,2023-04-24T09:00:00
BAYAMON,216496,472,2023-04-24T09:00:00
CAROLINA,141663,132,2023-04-24T09:00:00
CAGUAS,250514,390,2023-04-24T09:00:00
MAYAGUEZ,216605,967,2023-04-24T09:00:00
PONCE,212508,1,2023-04-24T09:00:00
SAN JUAN,253068,3400,2023-04-24T09:00:00
ARECIBO,177369,0,2023-03-01T06:00:00
BAYAMON,216496,8,2023-03-01T06:00:00
CAROLINA,141663,2,2023-03-01T06:00:00
CAGUAS,250514,3,2023-03-01T06:00:00
MAYAGUEZ,216605,31,2023-03-01T06:00:00
PONCE,212508,0,2023-03-01T06:00:00
SAN JUAN,253068,1,2023-03-01T06:00:00
ARECIBO,177369,86,2022-05-11T06:00:00
BAYAMON,216496,9,2022-05-11T06:00:00
CAROLINA,141663,143,2022-05-11T06:00:00
CAGUAS,250514,113,2022-05-11T06:00:00
MAYAGUEZ,216605,38,2022-05-11T06:00:00
PONCE,212508,3,2022-05-11T06:00:00
SAN JUAN,253068,306,2022-05-11T06:00:00
ARECIBO,177369,2203,2023-02-08T21:00:00
BAYAMON,216496,63,2023-02-08T21:00:00
CAROLINA,141663,1612,2023-02-08T21:00:00
CAGUAS,250514,1532,2023-02-08T21:00:00
MAYAGUEZ,216605,252,2023-02-08T21:00:00
PONCE,212508,4022,2023-02-08T21:00:00
SAN JUAN,253068,1193,2023-02-08T21:00:00
ARECIBO,177369,204,2023-03-02T18:00:00
BAYAMON,216496,180,2023-03-02T18:00:00
CAROLINA,141663,16,2023-03-02T18:00:00
CAGUAS,250514,510,2023-03-02T18:00:00
MAYAGUEZ,216605,2294,2023-03-02T18:00:00
PONCE,212508,203,2023-03-02T18:00:00
SAN JUAN,253068,511,2023-03-02T18:00:00
ARECIBO,177369,90,2022-11-20T09:00:00
BAYAMON,216496,1,2022-11-20T09:00:00
CAROLINA,141663,11,2022-11-20T09:00:00
CAGUAS,250514,191,2022-11-20T09:00:00
MAYAGUEZ,216605,80,2022-11-20T09:00:00
PONCE,212508,6,2022-11-20T09:00:00
SAN JUAN,253068,2,2022-11-20T09:00:00
ARECIBO,177369,287,2022-06-17T00:00:00
BAYAMON,216496,4895,2022-06-17T00:00:00
CAROLINA,141663,53,2022-06-17T00:00:00
CAGUAS,250514,8,2022-06-17T00:00:00
MAYAGUEZ,216605,2053,2022-06-17T00:00:00
PONCE,212508,11,2022-06-17T00:00:00
SAN JUAN,253068,481,2022-06-17T00:00:00
ARECIBO,177369,1246,2022-01-03T18:00:00
BAYAMON,216496,906,2022-01-03T18:00:00
CAROLINA,141663,10,2022-01-03T18:00:00
CAGUAS,250514,39,2022-01-03T18:00:00
MAYAGUEZ,216605,74,2022-01-03T18:00:00
PONCE,212508,39,2022-01-03T18:00:00
SAN JUAN,253068,123,2022-01-03T18:00:00
ARECIBO,177369,35,2022-05-06T00:00:00
BAYAMON,216496,14,2022-05-06T00:00:00
CAROLINA,141663,54,2022-05-06T00:00:00
CAGUAS,250514,69,2022-05-06T00:00:00
MAYAGUEZ,216605,10,2022-05-06T00:00:00
PONCE,212508,25,2022-05-06T00:00:00
SAN JUAN,253068,8167,2022-05-06T00:00:00
ARECIBO,177369,24,2023-04-04T09:00:00
BAYAMON,216496,1,2023-04-04T09:00:00
CAROLINA,141663,0,2023-04-04T09:00:00
CAGUAS,250514,0,2023-04-04T09:00:00
MAYAGUEZ,216605,2,2023-04-04T09:00:00
PONCE,212508,82,2023-04-04T09:00:00
SAN JUAN,253068,13,2023-04-04T09:00:00
ARECIBO,177369,310,2023-01-01T06:00:00
BAYAMON,216496,380,2023-01-01T06:00:00
CAROLINA,141663,3,2023-01-01T06:00:00
CAGUAS,250514,131,2023-01-01T06:00:00
MAYAGUEZ,216605,0,2023-01-01T06:00:00
PONCE,212508,97,2023-01-01T06:00:00
SAN JUAN,253068,345,2023-01-01T06:00:00
ARECIBO,177369,34,2023-01-05T21:00:00
BAYAMON,216496,92,2023-01-05T21:00:00
CAROLINA,141663,4,2023-01-05T21:00:00
CAGUAS,250514,141,2023-01-05T21:00:00
MAYAGUEZ,216605,113,2023-01-05T21:00:00
PONCE,212508,181,2023-01-05T21:00:00
SAN JUAN,253068,776,2023-01-05T21:00:00
ARECIBO,177369,20,2021-10-26T06:00:00
BAYAMON,216496,19,2021-10-26T06:00:00
CAROLINA,141663,9,2021-10-26T06:00:00
CAGUAS,250514,1614,2021-10-26T06:00:00
MAYAGUEZ,216605,35,2021-10-26T06:00:00
PONCE,212508,11,2021-10-26T06:00:00
SAN JUAN,253068,329,2021-10-26T06:00:00
ARECIBO,177369,479,2023-02-25T06:00:00
BAYAMON,216496,869,2023-02-25T06:00:00
CAROLINA,141663,49,2023-02-25T06:00:00
CAGUAS,250514,15270,2023-02-25T06:00:00
MAYAGUEZ,216605,2,2023-02-25T06:00:00
PONCE,212508,1645,2023-02-25T06:00:00
SAN JUAN,253068,28,2023-02-25T06:00:00
ARECIBO,177369,694,2022-10-13T00:00:00
BAYAMON,216496,90,2022-10-13T00:00:00
CAROLINA,141663,6,2022-10-13T00:00:00
CAGUAS,250514,671,2022-10-13T00:00:00
MAYAGUEZ,216605,6673,2022-10-13T00:00:00
PONCE,212508,4674,2022-10-13T00:00:00
SAN JUAN,253068,249,2022-10-13T00:00:00
ARECIBO,177369,3,2023-01-26T12:00:00
BAYAMON,216496,593,2023-01-26T12:00:00
CAROLINA,141663,607,2023-01-26T12:00:00
CAGUAS,250514,701,2023-01-26T12:00:00
MAYAGUEZ,216605,190,2023-01-26T12:00:00
PONCE,212508,48,2023-01-26T12:00:00
SAN JUAN,253068,35,2023-01-26T12:00:00
ARECIBO,177369,2,2022-04-30T06:00:00
BAYAMON,216496,23,2022-04-30T06:00:00
CAROLINA,141663,11,2022-04-30T06:00:00
CAGUAS,250514,71,2022-04-30T06:00:00
MAYAGUEZ,216605,186,2022-04-30T06:00:00
PONCE,212508,1,2022-04-30T06:00:00
SAN JUAN,253068,72,2022-04-30T06:00:00
ARECIBO,177369,95,2021-10-13T06:00:00
BAYAMON,216496,325,2021-10-13T06:00:00
CAROLINA,141663,151,2021-10-13T06:00:00
CAGUAS,250514,407,2021-10-13T06:00:00
MAYAGUEZ,216605,41,2021-10-13T06:00:00
PONCE,212508,44,2021-10-13T06:00:00
SAN JUAN,253068,269,2021-10-13T06:00:00
ARECIBO,177369,132710,2022-09-26T03:00:00
BAYAMON,216496,36640,2022-09-26T03:00:00
CAROLINA,141663,34489,2022-09-26T03:00:00
CAGUAS,250514,182154,2022-09-26T03:00:00
MAYAGUEZ,216605,194835,2022-09-26T03:00:00
PONCE,212508,190614,2022-09-26T03:00:00
SAN JUAN,253068,64931,2022-09-26T03:00:00
ARECIBO,177369,96,2022-11-03T09:00:00
BAYAMON,216496,0,2022-11-03T09:00:00
CAROLINA,141663,1383,2022-11-03T09:00:00
CAGUAS,250514,186,2022-11-03T09:00:00
MAYAGUEZ,216605,66,2022-11-03T09:00:00
PONCE,212508,310,2022-11-03T09:00:00
SAN JUAN,253068,187,2022-11-03T09:00:00
ARECIBO,177369,83,2022-10-24T21:00:00
BAYAMON,216496,85,2022-10-24T21:00:00
CAROLINA,141663,64,2022-10-24T21:00:00
CAGUAS,250514,359,2022-10-24T21:00:00
MAYAGUEZ,216605,153,2022-10-24T21:00:00
PONCE,212508,572,2022-10-24T21:00:00
SAN JUAN,253068,264,2022-10-24T21:00:00
ARECIBO,177369,0,2022-01-06T12:00:00
BAYAMON,216496,12,2022-01-06T12:00:00
CAROLINA,141663,2,2022-01-06T12:00:00
CAGUAS,250514,24,2022-01-06T12:00:00
MAYAGUEZ,216605,158,2022-01-06T12:00:00
PONCE,212508,70,2022-01-06T12:00:00
SAN JUAN,253068,27,2022-01-06T12:00:00
ARECIBO,177369,3479,2022-10-05T00:00:00
BAYAMON,216496,3566,2022-10-05T00:00:00
CAROLINA,141663,32,2022-10-05T00:00:00
CAGUAS,250514,15331,2022-10-05T00:00:00
MAYAGUEZ,216605,103588,2022-10-05T00:00:00
PONCE,212508,65983,2022-10-05T00:00:00
SAN JUAN,253068,284,2022-10-05T00:00:00
ARECIBO,177369,91,2022-11-20T06:00:00
BAYAMON,216496,12,2022-11-20T06:00:00
CAROLINA,141663,10,2022-11-20T06:00:00
CAGUAS,250514,106,2022-11-20T06:00:00
MAYAGUEZ,216605,76,2022-11-20T06:00:00
PONCE,212508,6,2022-11-20T06:00:00
SAN JUAN,253068,2,2022-11-20T06:00:00
ARECIBO,177369,1,2022-12-14T09:00:00
BAYAMON,216496,0,2022-12-14T09:00:00
CAROLINA,141663,9,2022-12-14T09:00:00
CAGUAS,250514,1001,2022-12-14T09:00:00
MAYAGUEZ,216605,2,2022-12-14T09:00:00
PONCE,212508,2,2022-12-14T09:00:00
SAN JUAN,253068,23,2022-12-14T09:00:00
ARECIBO,177369,289,2023-01-25T15:00:00
BAYAMON,216496,13,2023-01-25T15:00:00
CAROLINA,141663,2,2023-01-25T15:00:00
CAGUAS,250514,595,2023-01-25T15:00:00
MAYAGUEZ,216605,26,2023-01-25T15:00:00
PONCE,212508,1222,2023-01-25T15:00:00
SAN JUAN,253068,711,2023-01-25T15:00:00
ARECIBO,177369,203,2022-08-18T06:00:00
BAYAMON,216496,1259,2022-08-18T06:00:00
CAROLINA,141663,5170,2022-08-18T06:00:00
CAGUAS,250514,188,2022-08-18T06:00:00
MAYAGUEZ,216605,131,2022-08-18T06:00:00
PONCE,212508,78,2022-08-18T06:00:00
SAN JUAN,253068,571,2022-08-18T06:00:00
ARECIBO,177369,1483,2023-04-08T15:00:00
BAYAMON,216496,3453,2023-04-08T15:00:00
CAROLINA,141663,536,2023-04-08T15:00:00
CAGUAS,250514,3042,2023-04-08T15:00:00
MAYAGUEZ,216605,1649,2023-04-08T15:00:00
PONCE,212508,2295,2023-04-08T15:00:00
SAN JUAN,253068,706,2023-04-08T15:00:00
ARECIBO,177369,15,2023-02-13T09:00:00
BAYAMON,216496,29,2023-02-13T09:00:00
CAROLINA,141663,67,2023-02-13T09:00:00
CAGUAS,250514,1,2023-02-13T09:00:00
MAYAGUEZ,216605,0,2023-02-13T09:00:00
PONCE,212508,24,2023-02-13T09:00:00
SAN JUAN,253068,1,2023-02-13T09:00:00
ARECIBO,177369,366,2022-12-25T21:00:00
BAYAMON,216496,74,2022-12-25T21:00:00
CAROLINA,141663,14,2022-12-25T21:00:00
CAGUAS,250514,2,2022-12-25T21:00:00
MAYAGUEZ,216605,38,2022-12-25T21:00:00
PONCE,212508,3,2022-12-25T21:00:00
SAN JUAN,253068,135,2022-12-25T21:00:00
ARECIBO,177369,441,2022-07-21T18:00:00
BAYAMON,216496,4167,2022-07-21T18:00:00
CAROLINA,141663,10,2022-07-21T18:00:00
CAGUAS,250514,801,2022-07-21T18:00:00
MAYAGUEZ,216605,3399,2022-07-21T18:00:00
PONCE,212508,2036,2022-07-21T18:00:00
SAN JUAN,253068,1712,2022-07-21T18:00:00
ARECIBO,177369,824,2021-10-04T18:00:00
BAYAMON,216496,1555,2021-10-04T18:00:00
CAROLINA,141663,97,2021-10-04T18:00:00
CAGUAS,250514,248,2021-10-04T18:00:00
MAYAGUEZ,216605,2840,2021-10-04T18:00:00
PONCE,212508,112,2021-10-04T18:00:00
SAN JUAN,253068,184,2021-10-04T18:00:00
ARECIBO,177369,592,2022-03-08T00:00:00
BAYAMON,216496,1302,2022-03-08T00:00:00
CAROLINA,141663,38,2022-03-08T00:00:00
CAGUAS,250514,782,2022-03-08T00:00:00
MAYAGUEZ,216605,109,2022-03-08T00:00:00
PONCE,212508,0,2022-03-08T00:00:00
SAN JUAN,253068,882,2022-03-08T00:00:00
ARECIBO,177369,57,2022-05-09T12:00:00
BAYAMON,216496,3,2022-05-09T12:00:00
CAROLINA,141663,43,2022-05-09T12:00:00
CAGUAS,250514,204,2022-05-09T12:00:00
MAYAGUEZ,216605,194,2022-05-09T12:00:00
PONCE,212508,3,2022-05-09T12:00:00
SAN JUAN,253068,72,2022-05-09T12:00:00
ARECIBO,177369,71,2022-05-17T06:00:00
BAYAMON,216496,122,2022-05-17T06:00:00
CAROLINA,141663,2,2022-05-17T06:00:00
CAGUAS,250514,941,2022-05-17T06:00:00
MAYAGUEZ,216605,1468,2022-05-17T06:00:00
PONCE,212508,4,2022-05-17T06:00:00
SAN JUAN,253068,46,2022-05-17T06:00:00
ARECIBO,177369,1202,2022-11-28T03:00:00
BAYAMON,216496,56,2022-11-28T03:00:00
CAROLINA,141663,0,2022-11-28T03:00:00
CAGUAS,250514,5,2022-11-28T03:00:00
MAYAGUEZ,216605,806,2022-11-28T03:00:00
PONCE,212508,3,2022-11-28T03:00:00
SAN JUAN,253068,1,2022-11-28T03:00:00
ARECIBO,177369,388,2022-12-06T03:00:00
BAYAMON,216496,183,2022-12-06T03:00:00
CAROLINA,141663,1,2022-12-06T03:00:00
CAGUAS,250514,62,2022-12-06T03:00:00
MAYAGUEZ,216605,33,2022-12-06T03:00:00
PONCE,212508,219,2022-12-06T03:00:00
SAN JUAN,253068,454,2022-12-06T03:00:00
ARECIBO,177369,439,2023-01-03T00:00:00
BAYAMON,216496,30,2023-01-03T00:00:00
CAROLINA,141663,1,2023-01-03T00:00:00
CAGUAS,250514,115,2023-01-03T00:00:00
MAYAGUEZ,216605,0,2023-01-03T00:00:00
PONCE,212508,48,2023-01-03T00:00:00
SAN JUAN,253068,3,2023-01-03T00:00:00
ARECIBO,177369,104,2023-01-22T21:00:00
BAYAMON,216496,2,2023-01-22T21:00:00
CAROLINA,141663,507,2023-01-22T21:00:00
CAGUAS,250514,83,2023-01-22T21:00:00
MAYAGUEZ,216605,221,2023-01-22T21:00:00
PONCE,212508,60,2023-01-22T21:00:00
SAN JUAN,253068,3,2023-01-22T21:00:00
ARECIBO,177369,41,2023-01-30T00:00:00
BAYAMON,216496,109,2023-01-30T00:00:00
CAROLINA,141663,0,2023-01-30T00:00:00
CAGUAS,250514,4,2023-01-30T00:00:00
MAYAGUEZ,216605,26,2023-01-30T00:00:00
PONCE,212508,1,2023-01-30T00:00:00
SAN JUAN,253068,201,2023-01-30T00:00:00
ARECIBO,177369,387,2022-09-07T00:00:00
BAYAMON,216496,258,2022-09-07T00:00:00
CAROLINA,141663,399,2022-09-07T00:00:00
CAGUAS,250514,520,2022-09-07T00:00:00
MAYAGUEZ,216605,281,2022-09-07T00:00:00
PONCE,212508,101,2022-09-07T00:00:00
SAN JUAN,253068,1507,2022-09-07T00:00:00
ARECIBO,177369,34,2022-08-27T18:00:00
BAYAMON,216496,69,2022-08-27T18:00:00
CAROLINA,141663,3,2022-08-27T18:00:00
CAGUAS,250514,549,2022-08-27T18:00:00
MAYAGUEZ,216605,40,2022-08-27T18:00:00
PONCE,212508,95,2022-08-27T18:00:00
SAN JUAN,253068,93,2022-08-27T18:00:00
ARECIBO,177369,216,2021-11-08T12:00:00
BAYAMON,216496,82,2021-11-08T12:00:00
CAROLINA,141663,15,2021-11-08T12:00:00
CAGUAS,250514,42,2021-11-08T12:00:00
MAYAGUEZ,216605,95,2021-11-08T12:00:00
PONCE,212508,6195,2021-11-08T12:00:00
SAN JUAN,253068,10,2021-11-08T12:00:00
ARECIBO,177369,60,2021-10-29T00:00:00
BAYAMON,216496,4,2021-10-29T00:00:00
CAROLINA,141663,51,2021-10-29T00:00:00
CAGUAS,250514,114,2021-10-29T00:00:00
MAYAGUEZ,216605,36,2021-10-29T00:00:00
PONCE,212508,4,2021-10-29T00:00:00
SAN JUAN,253068,722,2021-10-29T00:00:00
ARECIBO,177369,0,2023-02-20T03:00:00
BAYAMON,216496,92,2023-02-20T03:00:00
CAROLINA,141663,0,2023-02-20T03:00:00
CAGUAS,250514,45,2023-02-20T03:00:00
MAYAGUEZ,216605,0,2023-02-20T03:00:00
PONCE,212508,97,2023-02-20T03:00:00
SAN JUAN,253068,1,2023-02-20T03:00:00
ARECIBO,177369,115008,2022-09-26T06:00:00
BAYAMON,216496,32997,2022-09-26T06:00:00
CAROLINA,141663,23117,2022-09-26T06:00:00
CAGUAS,250514,171754,2022-09-26T06:00:00
MAYAGUEZ,216605,195784,2022-09-26T06:00:00
PONCE,212508,190830,2022-09-26T06:00:00
SAN JUAN,253068,39913,2022-09-26T06:00:00
ARECIBO,177369,730,2022-09-06T18:00:00
BAYAMON,216496,101,2022-09-06T18:00:00
CAROLINA,141663,37,2022-09-06T18:00:00
CAGUAS,250514,1711,2022-09-06T18:00:00
MAYAGUEZ,216605,222,2022-09-06T18:00:00
PONCE,212508,1125,2022-09-06T18:00:00
SAN JUAN,253068,1360,2022-09-06T18:00:00
ARECIBO,177369,95,2023-02-17T09:00:00
BAYAMON,216496,25,2023-02-17T09:00:00
CAROLINA,141663,9,2023-02-17T09:00:00
CAGUAS,250514,54,2023-02-17T09:00:00
MAYAGUEZ,216605,0,2023-02-17T09:00:00
PONCE,212508,2,2023-02-17T09:00:00
SAN JUAN,253068,66,2023-02-17T09:00:00
ARECIBO,177369,4,2022-03-14T06:00:00
BAYAMON,216496,95,2022-03-14T06:00:00
CAROLINA,141663,2,2022-03-14T06:00:00
CAGUAS,250514,18,2022-03-14T06:00:00
MAYAGUEZ,216605,221,2022-03-14T06:00:00
PONCE,212508,123,2022-03-14T06:00:00
SAN JUAN,253068,181,2022-03-14T06:00:00
ARECIBO,177369,580,2023-03-23T03:00:00
BAYAMON,216496,651,2023-03-23T03:00:00
CAROLINA,141663,0,2023-03-23T03:00:00
CAGUAS,250514,14,2023-03-23T03:00:00
MAYAGUEZ,216605,78,2023-03-23T03:00:00
PONCE,212508,500,2023-03-23T03:00:00
SAN JUAN,253068,98,2023-03-23T03:00:00
ARECIBO,177369,192,2023-04-08T06:00:00
BAYAMON,216496,319,2023-04-08T06:00:00
CAROLINA,141663,532,2023-04-08T06:00:00
CAGUAS,250514,3996,2023-04-08T06:00:00
MAYAGUEZ,216605,3195,2023-04-08T06:00:00
PONCE,212508,1773,2023-04-08T06:00:00
SAN JUAN,253068,28,2023-04-08T06:00:00
ARECIBO,177369,372,2022-06-27T00:00:00
BAYAMON,216496,809,2022-06-27T00:00:00
CAROLINA,141663,838,2022-06-27T00:00:00
CAGUAS,250514,83,2022-06-27T00:00:00
MAYAGUEZ,216605,294,2022-06-27T00:00:00
PONCE,212508,601,2022-06-27T00:00:00
SAN JUAN,253068,10,2022-06-27T00:00:00
ARECIBO,177369,5,2022-12-20T12:00:00
BAYAMON,216496,0,2022-12-20T12:00:00
CAROLINA,141663,1,2022-12-20T12:00:00
CAGUAS,250514,1480,2022-12-20T12:00:00
MAYAGUEZ,216605,10,2022-12-20T12:00:00
PONCE,212508,40,2022-12-20T12:00:00
SAN JUAN,253068,2,2022-12-20T12:00:00
ARECIBO,177369,73,2022-03-23T18:00:00
BAYAMON,216496,254,2022-03-23T18:00:00
CAROLINA,141663,6,2022-03-23T18:00:00
CAGUAS,250514,145,2022-03-23T18:00:00
MAYAGUEZ,216605,1351,2022-03-23T18:00:00
PONCE,212508,1373,2022-03-23T18:00:00
SAN JUAN,253068,49,2022-03-23T18:00:00
ARECIBO,177369,83,2022-12-26T21:00:00
BAYAMON,216496,37,2022-12-26T21:00:00
CAROLINA,141663,4,2022-12-26T21:00:00
CAGUAS,250514,194,2022-12-26T21:00:00
MAYAGUEZ,216605,2063,2022-12-26T21:00:00
PONCE,212508,1,2022-12-26T21:00:00
SAN JUAN,253068,189,2022-12-26T21:00:00
ARECIBO,177369,174,2022-11-20T15:00:00
BAYAMON,216496,2580,2022-11-20T15:00:00
CAROLINA,141663,56,2022-11-20T15:00:00
CAGUAS,250514,65,2022-11-20T15:00:00
MAYAGUEZ,216605,2,2022-11-20T15:00:00
PONCE,212508,45,2022-11-20T15:00:00
SAN JUAN,253068,60,2022-11-20T15:00:00
ARECIBO,177369,1560,2023-03-25T18:00:00
BAYAMON,216496,10789,2023-03-25T18:00:00
CAROLINA,141663,171,2023-03-25T18:00:00
CAGUAS,250514,281,2023-03-25T18:00:00
MAYAGUEZ,216605,480,2023-03-25T18:00:00
PONCE,212508,7,2023-03-25T18:00:00
SAN JUAN,253068,75,2023-03-25T18:00:00
ARECIBO,177369,13,2023-01-31T00:00:00
BAYAMON,216496,11,2023-01-31T00:00:00
CAROLINA,141663,0,2023-01-31T00:00:00
CAGUAS,250514,346,2023-01-31T00:00:00
MAYAGUEZ,216605,61,2023-01-31T00:00:00
PONCE,212508,6,2023-01-31T00:00:00
SAN JUAN,253068,209,2023-01-31T00:00:00
ARECIBO,177369,3,2022-04-29T06:00:00
BAYAMON,216496,53,2022-04-29T06:00:00
CAROLINA,141663,3,2022-04-29T06:00:00
CAGUAS,250514,8,2022-04-29T06:00:00
MAYAGUEZ,216605,0,2022-04-29T06:00:00
PONCE,212508,16,2022-04-29T06:00:00
SAN JUAN,253068,69,2022-04-29T06:00:00
ARECIBO,177369,1159,2023-04-19T21:00:00
BAYAMON,216496,85,2023-04-19T21:00:00
CAROLINA,141663,5,2023-04-19T21:00:00
CAGUAS,250514,438,2023-04-19T21:00:00
MAYAGUEZ,216605,671,2023-04-19T21:00:00
PONCE,212508,359,2023-04-19T21:00:00
SAN JUAN,253068,573,2023-04-19T21:00:00
ARECIBO,177369,6,2022-03-12T18:00:00
BAYAMON,216496,4294,2022-03-12T18:00:00
CAROLINA,141663,39,2022-03-12T18:00:00
CAGUAS,250514,67,2022-03-12T18:00:00
MAYAGUEZ,216605,9,2022-03-12T18:00:00
PONCE,212508,471,2022-03-12T18:00:00
SAN JUAN,253068,49,2022-03-12T18:00:00
ARECIBO,177369,328,2023-03-17T12:00:00
BAYAMON,216496,702,2023-03-17T12:00:00
CAROLINA,141663,827,2023-03-17T12:00:00
CAGUAS,250514,305,2023-03-17T12:00:00
MAYAGUEZ,216605,7562,2023-03-17T12:00:00
PONCE,212508,127,2023-03-17T12:00:00
SAN JUAN,253068,157,2023-03-17T12:00:00
ARECIBO,177369,92,2022-04-02T12:00:00
BAYAMON,216496,529,2022-04-02T12:00:00
CAROLINA,141663,173,2022-04-02T12:00:00
CAGUAS,250514,632,2022-04-02T12:00:00
MAYAGUEZ,216605,413,2022-04-02T12:00:00
PONCE,212508,14,2022-04-02T12:00:00
SAN JUAN,253068,276,2022-04-02T12:00:00
ARECIBO,177369,326,2022-12-02T06:00:00
BAYAMON,216496,11,2022-12-02T06:00:00
CAROLINA,141663,2,2022-12-02T06:00:00
CAGUAS,250514,942,2022-12-02T06:00:00
MAYAGUEZ,216605,5,2022-12-02T06:00:00
PONCE,212508,3,2022-12-02T06:00:00
SAN JUAN,253068,41,2022-12-02T06:00:00
ARECIBO,177369,51,2022-07-19T06:00:00
BAYAMON,216496,1142,2022-07-19T06:00:00
CAROLINA,141663,73,2022-07-19T06:00:00
CAGUAS,250514,99,2022-07-19T06:00:00
MAYAGUEZ,216605,2111,2022-07-19T06:00:00
PONCE,212508,5,2022-07-19T06:00:00
SAN JUAN,253068,409,2022-07-19T06:00:00
ARECIBO,177369,11,2023-03-12T00:00:00
BAYAMON,216496,39,2023-03-12T00:00:00
CAROLINA,141663,0,2023-03-12T00:00:00
CAGUAS,250514,4,2023-03-12T00:00:00
MAYAGUEZ,216605,2,2023-03-12T00:00:00
PONCE,212508,15,2023-03-12T00:00:00
SAN JUAN,253068,286,2023-03-12T00:00:00
ARECIBO,177369,300,2022-06-12T18:00:00
BAYAMON,216496,635,2022-06-12T18:00:00
CAROLINA,141663,180,2022-06-12T18:00:00
CAGUAS,250514,197,2022-06-12T18:00:00
MAYAGUEZ,216605,510,2022-06-12T18:00:00
PONCE,212508,960,2022-06-12T18:00:00
SAN JUAN,253068,101,2022-06-12T18:00:00
ARECIBO,177369,851,2023-03-17T18:00:00
BAYAMON,216496,2336,2023-03-17T18:00:00
CAROLINA,141663,40,2023-03-17T18:00:00
CAGUAS,250514,272,2023-03-17T18:00:00
MAYAGUEZ,216605,200,2023-03-17T18:00:00
PONCE,212508,80,2023-03-17T18:00:00
SAN JUAN,253068,31,2023-03-17T18:00:00
ARECIBO,177369,19,2022-06-25T12:00:00
BAYAMON,216496,1766,2022-06-25T12:00:00
CAROLINA,141663,10,2022-06-25T12:00:00
CAGUAS,250514,281,2022-06-25T12:00:00
MAYAGUEZ,216605,50,2022-06-25T12:00:00
PONCE,212508,1,2022-06-25T12:00:00
SAN JUAN,253068,1174,2022-06-25T12:00:00
ARECIBO,177369,36,2023-03-08T15:00:00
BAYAMON,216496,1343,2023-03-08T15:00:00
CAROLINA,141663,5,2023-03-08T15:00:00
CAGUAS,250514,312,2023-03-08T15:00:00
MAYAGUEZ,216605,327,2023-03-08T15:00:00
PONCE,212508,676,2023-03-08T15:00:00
SAN JUAN,253068,38,2023-03-08T15:00:00
ARECIBO,177369,68,2022-11-27T12:00:00
BAYAMON,216496,3,2022-11-27T12:00:00
CAROLINA,141663,0,2022-11-27T12:00:00
CAGUAS,250514,33,2022-11-27T12:00:00
MAYAGUEZ,216605,136,2022-11-27T12:00:00
PONCE,212508,17,2022-11-27T12:00:00
SAN JUAN,253068,22,2022-11-27T12:00:00
ARECIBO,177369,719,2023-01-28T15:00:00
BAYAMON,216496,105,2023-01-28T15:00:00
CAROLINA,141663,1,2023-01-28T15:00:00
CAGUAS,250514,321,2023-01-28T15:00:00
MAYAGUEZ,216605,619,2023-01-28T15:00:00
PONCE,212508,264,2023-01-28T15:00:00
SAN JUAN,253068,24,2023-01-28T15:00:00
ARECIBO,177369,4,2022-04-22T06:00:00
BAYAMON,216496,238,2022-04-22T06:00:00
CAROLINA,141663,75,2022-04-22T06:00:00
CAGUAS,250514,22,2022-04-22T06:00:00
MAYAGUEZ,216605,14,2022-04-22T06:00:00
PONCE,212508,0,2022-04-22T06:00:00
SAN JUAN,253068,148,2022-04-22T06:00:00
ARECIBO,177369,2,2023-01-02T09:00:00
BAYAMON,216496,236,2023-01-02T09:00:00
CAROLINA,141663,3,2023-01-02T09:00:00
CAGUAS,250514,4,2023-01-02T09:00:00
MAYAGUEZ,216605,266,2023-01-02T09:00:00
PONCE,212508,2,2023-01-02T09:00:00
SAN JUAN,253068,171,2023-01-02T09:00:00
ARECIBO,177369,133,2022-06-26T18:00:00
BAYAMON,216496,4297,2022-06-26T18:00:00
CAROLINA,141663,3,2022-06-26T18:00:00
CAGUAS,250514,798,2022-06-26T18:00:00
MAYAGUEZ,216605,994,2022-06-26T18:00:00
PONCE,212508,2,2022-06-26T18:00:00
SAN JUAN,253068,179,2022-06-26T18:00:00
ARECIBO,177369,625,2023-02-25T15:00:00
BAYAMON,216496,1627,2023-02-25T15:00:00
CAROLINA,141663,187,2023-02-25T15:00:00
CAGUAS,250514,140,2023-02-25T15:00:00
MAYAGUEZ,216605,567,2023-02-25T15:00:00
PONCE,212508,33,2023-02-25T15:00:00
SAN JUAN,253068,102,2023-02-25T15:00:00
ARECIBO,177369,3574,2022-10-04T15:00:00
BAYAMON,216496,3602,2022-10-04T15:00:00
CAROLINA,141663,344,2022-10-04T15:00:00
CAGUAS,250514,13562,2022-10-04T15:00:00
MAYAGUEZ,216605,101157,2022-10-04T15:00:00
PONCE,212508,66349,2022-10-04T15:00:00
SAN JUAN,253068,434,2022-10-04T15:00:00
ARECIBO,177369,11,2022-02-18T18:00:00
