region,total_customers,affected_customers,created_at
BAYAMON,216496,62,2022-02-18T18:00:00
CAROLINA,141663,5,2022-02-18T18:00:00
CAGUAS,250514,317,2022-02-18T18:00:00
MAYAGUEZ,216605,14,2022-02-18T18:00:00
PONCE,212508,15,2022-02-18T18:00:00
SAN JUAN,253068,272,2022-02-18T18:00:00
ARECIBO,177369,81,2021-12-16T12:00:00
BAYAMON,216496,40,2021-12-16T12:00:00
CAROLINA,141663,2445,2021-12-16T12:00:00
CAGUAS,250514,249,2021-12-16T12:00:00
MAYAGUEZ,216605,33,2021-12-16T12:00:00
PONCE,212508,5,2021-12-16T12:00:00
SAN JUAN,253068,48,2021-12-16T12:00:00
ARECIBO,177369,2441,2023-03-15T15:00:00
BAYAMON,216496,293,2023-03-15T15:00:00
CAROLINA,141663,196,2023-03-15T15:00:00
CAGUAS,250514,3186,2023-03-15T15:00:00
MAYAGUEZ,216605,5241,2023-03-15T15:00:00
PONCE,212508,4212,2023-03-15T15:00:00
SAN JUAN,253068,1517,2023-03-15T15:00:00
ARECIBO,177369,25,2023-03-27T15:00:00
BAYAMON,216496,431,2023-03-27T15:00:00
CAROLINA,141663,13,2023-03-27T15:00:00
CAGUAS,250514,136,2023-03-27T15:00:00
MAYAGUEZ,216605,86,2023-03-27T15:00:00
PONCE,212508,22,2023-03-27T15:00:00
SAN JUAN,253068,10,2023-03-27T15:00:00
ARECIBO,177369,1629,2022-12-03T15:00:00
BAYAMON,216496,282,2022-12-03T15:00:00
CAROLINA,141663,2,2022-12-03T15:00:00
CAGUAS,250514,8009,2022-12-03T15:00:00
MAYAGUEZ,216605,50,2022-12-03T15:00:00
PONCE,212508,17,2022-12-03T15:00:00
SAN JUAN,253068,178,2022-12-03T15:00:00
ARECIBO,177369,15,2023-02-28T06:00:00
BAYAMON,216496,769,2023-02-28T06:00:00
CAROLINA,141663,15,2023-02-28T06:00:00
CAGUAS,250514,16,2023-02-28T06:00:00
MAYAGUEZ,216605,10,2023-02-28T06:00:00
PONCE,212508,2,2023-02-28T06:00:00
SAN JUAN,253068,61,2023-02-28T06:00:00
ARECIBO,177369,273,2023-01-16T21:00:00
BAYAMON,216496,365,2023-01-16T21:00:00
CAROLINA,141663,1,2023-01-16T21:00:00
CAGUAS,250514,214,2023-01-16T21:00:00
MAYAGUEZ,216605,259,2023-01-16T21:00:00
PONCE,212508,510,2023-01-16T21:00:00
SAN JUAN,253068,318,2023-01-16T21:00:00
ARECIBO,177369,298,2022-10-23T06:00:00
BAYAMON,216496,600,2022-10-23T06:00:00
CAROLINA,141663,3,2022-10-23T06:00:00
CAGUAS,250514,186,2022-10-23T06:00:00
MAYAGUEZ,216605,275,2022-10-23T06:00:00
PONCE,212508,626,2022-10-23T06:00:00
SAN JUAN,253068,488,2022-10-23T06:00:00
ARECIBO,177369,7609,2023-03-25T15:00:00
BAYAMON,216496,15769,2023-03-25T15:00:00
CAROLINA,141663,50,2023-03-25T15:00:00
CAGUAS,250514,316,2023-03-25T15:00:00
MAYAGUEZ,216605,2964,2023-03-25T15:00:00
PONCE,212508,23,2023-03-25T15:00:00
SAN JUAN,253068,256,2023-03-25T15:00:00
ARECIBO,177369,364,2023-02-25T18:00:00
BAYAMON,216496,1306,2023-02-25T18:00:00
CAROLINA,141663,171,2023-02-25T18:00:00
CAGUAS,250514,826,2023-02-25T18:00:00
MAYAGUEZ,216605,22,2023-02-25T18:00:00
PONCE,212508,1032,2023-02-25T18:00:00
SAN JUAN,253068,39,2023-02-25T18:00:00
ARECIBO,177369,11,2023-02-14T03:00:00
BAYAMON,216496,1,2023-02-14T03:00:00
CAROLINA,141663,0,2023-02-14T03:00:00
CAGUAS,250514,13,2023-02-14T03:00:00
MAYAGUEZ,216605,0,2023-02-14T03:00:00
PONCE,212508,30,2023-02-14T03:00:00
SAN JUAN,253068,38,2023-02-14T03:00:00
ARECIBO,177369,216,2021-10-10T18:00:00
BAYAMON,216496,83,2021-10-10T18:00:00
CAROLINA,141663,191,2021-10-10T18:00:00
CAGUAS,250514,144,2021-10-10T18:00:00
MAYAGUEZ,216605,9,2021-10-10T18:00:00
PONCE,212508,290,2021-10-10T18:00:00
SAN JUAN,253068,3655,2021-10-10T18:00:00
ARECIBO,177369,15,2022-12-22T18:00:00
BAYAMON,216496,439,2022-12-22T18:00:00
CAROLINA,141663,14,2022-12-22T18:00:00
CAGUAS,250514,2791,2022-12-22T18:00:00
MAYAGUEZ,216605,25,2022-12-22T18:00:00
PONCE,212508,7822,2022-12-22T18:00:00
SAN JUAN,253068,472,2022-12-22T18:00:00
ARECIBO,177369,77,2023-01-25T09:00:00
BAYAMON,216496,0,2023-01-25T09:00:00
CAROLINA,141663,2,2023-01-25T09:00:00
CAGUAS,250514,14,2023-01-25T09:00:00
MAYAGUEZ,216605,4,2023-01-25T09:00:00
PONCE,212508,2,2023-01-25T09:00:00
SAN JUAN,253068,2,2023-01-25T09:00:00
ARECIBO,177369,2333,2021-10-14T00:00:00
BAYAMON,216496,896,2021-10-14T00:00:00
CAROLINA,141663,706,2021-10-14T00:00:00
CAGUAS,250514,906,2021-10-14T00:00:00
MAYAGUEZ,216605,1182,2021-10-14T00:00:00
PONCE,212508,63,2021-10-14T00:00:00
SAN JUAN,253068,2537,2021-10-14T00:00:00
ARECIBO,177369,108,2023-03-31T00:00:00
BAYAMON,216496,684,2023-03-31T00:00:00
CAROLINA,141663,137,2023-03-31T00:00:00
CAGUAS,250514,79,2023-03-31T00:00:00
MAYAGUEZ,216605,155,2023-03-31T00:00:00
PONCE,212508,21,2023-03-31T00:00:00
SAN JUAN,253068,516,2023-03-31T00:00:00
ARECIBO,177369,200,2023-01-17T15:00:00
BAYAMON,216496,16,2023-01-17T15:00:00
CAROLINA,141663,15,2023-01-17T15:00:00
CAGUAS,250514,2172,2023-01-17T15:00:00
MAYAGUEZ,216605,290,2023-01-17T15:00:00
PONCE,212508,317,2023-01-17T15:00:00
SAN JUAN,253068,83,2023-01-17T15:00:00
ARECIBO,177369,5602,2021-12-14T00:00:00
BAYAMON,216496,6993,2021-12-14T00:00:00
CAROLINA,141663,2,2021-12-14T00:00:00
CAGUAS,250514,198,2021-12-14T00:00:00
MAYAGUEZ,216605,195,2021-12-14T00:00:00
PONCE,212508,24,2021-12-14T00:00:00
SAN JUAN,253068,424,2021-12-14T00:00:00
ARECIBO,177369,316,2022-08-29T00:00:00
BAYAMON,216496,468,2022-08-29T00:00:00
CAROLINA,141663,17,2022-08-29T00:00:00
CAGUAS,250514,15,2022-08-29T00:00:00
MAYAGUEZ,216605,1233,2022-08-29T00:00:00
PONCE,212508,104,2022-08-29T00:00:00
SAN JUAN,253068,11,2022-08-29T00:00:00
ARECIBO,177369,480,2023-02-16T09:00:00
BAYAMON,216496,136,2023-02-16T09:00:00
CAROLINA,141663,0,2023-02-16T09:00:00
CAGUAS,250514,291,2023-02-16T09:00:00
MAYAGUEZ,216605,1045,2023-02-16T09:00:00
PONCE,212508,4,2023-02-16T09:00:00
SAN JUAN,253068,33,2023-02-16T09:00:00
ARECIBO,177369,996,2022-11-05T15:00:00
BAYAMON,216496,509,2022-11-05T15:00:00
CAROLINA,141663,150,2022-11-05T15:00:00
CAGUAS,250514,1204,2022-11-05T15:00:00
MAYAGUEZ,216605,3436,2022-11-05T15:00:00
PONCE,212508,1434,2022-11-05T15:00:00
SAN JUAN,253068,178,2022-11-05T15:00:00
ARECIBO,177369,3,2023-02-18T12:00:00
BAYAMON,216496,152,2023-02-18T12:00:00
CAROLINA,141663,38,2023-02-18T12:00:00
CAGUAS,250514,22,2023-02-18T12:00:00
MAYAGUEZ,216605,9,2023-02-18T12:00:00
PONCE,212508,19,2023-02-18T12:00:00
SAN JUAN,253068,65,2023-02-18T12:00:00
ARECIBO,177369,26,2023-01-21T00:00:00
BAYAMON,216496,241,2023-01-21T00:00:00
CAROLINA,141663,116,2023-01-21T00:00:00
CAGUAS,250514,1,2023-01-21T00:00:00
MAYAGUEZ,216605,0,2023-01-21T00:00:00
PONCE,212508,1,2023-01-21T00:00:00
SAN JUAN,253068,173,2023-01-21T00:00:00
ARECIBO,177369,61,2022-01-09T18:00:00
BAYAMON,216496,4,2022-01-09T18:00:00
CAROLINA,141663,10,2022-01-09T18:00:00
CAGUAS,250514,3648,2022-01-09T18:00:00
MAYAGUEZ,216605,374,2022-01-09T18:00:00
PONCE,212508,45,2022-01-09T18:00:00
SAN JUAN,253068,231,2022-01-09T18:00:00
ARECIBO,177369,147,2022-10-30T21:00:00
BAYAMON,216496,32,2022-10-30T21:00:00
CAROLINA,141663,566,2022-10-30T21:00:00
CAGUAS,250514,51,2022-10-30T21:00:00
MAYAGUEZ,216605,204,2022-10-30T21:00:00
PONCE,212508,103,2022-10-30T21:00:00
SAN JUAN,253068,70,2022-10-30T21:00:00
ARECIBO,177369,26,2022-07-18T12:00:00
BAYAMON,216496,65,2022-07-18T12:00:00
CAROLINA,141663,45,2022-07-18T12:00:00
CAGUAS,250514,234,2022-07-18T12:00:00
MAYAGUEZ,216605,243,2022-07-18T12:00:00
PONCE,212508,300,2022-07-18T12:00:00
SAN JUAN,253068,100,2022-07-18T12:00:00
ARECIBO,177369,4,2021-12-31T12:00:00
BAYAMON,216496,81,2021-12-31T12:00:00
CAROLINA,141663,2,2021-12-31T12:00:00
CAGUAS,250514,444,2021-12-31T12:00:00
MAYAGUEZ,216605,49,2021-12-31T12:00:00
PONCE,212508,7,2021-12-31T12:00:00
SAN JUAN,253068,5,2021-12-31T12:00:00
ARECIBO,177369,17,2022-11-29T09:00:00
BAYAMON,216496,2,2022-11-29T09:00:00
CAROLINA,141663,172,2022-11-29T09:00:00
CAGUAS,250514,108,2022-11-29T09:00:00
MAYAGUEZ,216605,2,2022-11-29T09:00:00
PONCE,212508,14,2022-11-29T09:00:00
SAN JUAN,253068,7,2022-11-29T09:00:00
ARECIBO,177369,0,2022-09-03T06:00:00
BAYAMON,216496,213,2022-09-03T06:00:00
CAROLINA,141663,78,2022-09-03T06:00:00
CAGUAS,250514,11724,2022-09-03T06:00:00
MAYAGUEZ,216605,22,2022-09-03T06:00:00
PONCE,212508,77,2022-09-03T06:00:00
SAN JUAN,253068,4334,2022-09-03T06:00:00
ARECIBO,177369,29,2023-01-05T06:00:00
BAYAMON,216496,2,2023-01-05T06:00:00
CAROLINA,141663,248,2023-01-05T06:00:00
CAGUAS,250514,232,2023-01-05T06:00:00
MAYAGUEZ,216605,25,2023-01-05T06:00:00
PONCE,212508,171,2023-01-05T06:00:00
SAN JUAN,253068,43,2023-01-05T06:00:00
ARECIBO,177369,2969,2022-05-11T12:00:00
BAYAMON,216496,171,2022-05-11T12:00:00
CAROLINA,141663,162,2022-05-11T12:00:00
CAGUAS,250514,103,2022-05-11T12:00:00
MAYAGUEZ,216605,30,2022-05-11T12:00:00
PONCE,212508,2,2022-05-11T12:00:00
SAN JUAN,253068,421,2022-05-11T12:00:00
ARECIBO,177369,0,2022-04-14T06:00:00
BAYAMON,216496,29,2022-04-14T06:00:00
CAROLINA,141663,2,2022-04-14T06:00:00
CAGUAS,250514,33,2022-04-14T06:00:00
MAYAGUEZ,216605,82,2022-04-14T06:00:00
PONCE,212508,16832,2022-04-14T06:00:00
SAN JUAN,253068,324,2022-04-14T06:00:00
ARECIBO,177369,518,2022-02-08T06:00:00
BAYAMON,216496,381,2022-02-08T06:00:00
CAROLINA,141663,0,2022-02-08T06:00:00
CAGUAS,250514,79,2022-02-08T06:00:00
MAYAGUEZ,216605,200,2022-02-08T06:00:00
PONCE,212508,0,2022-02-08T06:00:00
SAN JUAN,253068,313,2022-02-08T06:00:00
ARECIBO,177369,17,2021-10-21T00:00:00
BAYAMON,216496,756,2021-10-21T00:00:00
CAROLINA,141663,190,2021-10-21T00:00:00
CAGUAS,250514,97,2021-10-21T00:00:00
MAYAGUEZ,216605,895,2021-10-21T00:00:00
PONCE,212508,11,2021-10-21T00:00:00
SAN JUAN,253068,622,2021-10-21T00:00:00
ARECIBO,177369,103,2022-08-05T18:00:00
BAYAMON,216496,149,2022-08-05T18:00:00
CAROLINA,141663,24,2022-08-05T18:00:00
CAGUAS,250514,883,2022-08-05T18:00:00
MAYAGUEZ,216605,1307,2022-08-05T18:00:00
PONCE,212508,162,2022-08-05T18:00:00
SAN JUAN,253068,438,2022-08-05T18:00:00
ARECIBO,177369,3,2023-03-18T06:00:00
BAYAMON,216496,49,2023-03-18T06:00:00
CAROLINA,141663,60,2023-03-18T06:00:00
CAGUAS,250514,37,2023-03-18T06:00:00
MAYAGUEZ,216605,161,2023-03-18T06:00:00
PONCE,212508,83,2023-03-18T06:00:00
SAN JUAN,253068,14,2023-03-18T06:00:00
ARECIBO,177369,14,2022-01-27T18:00:00
BAYAMON,216496,108,2022-01-27T18:00:00
CAROLINA,141663,235,2022-01-27T18:00:00
CAGUAS,250514,158,2022-01-27T18:00:00
MAYAGUEZ,216605,49,2022-01-27T18:00:00
PONCE,212508,456,2022-01-27T18:00:00
SAN JUAN,253068,614,2022-01-27T18:00:00
ARECIBO,177369,6,2022-11-19T09:00:00
BAYAMON,216496,34,2022-11-19T09:00:00
CAROLINA,141663,1,2022-11-19T09:00:00
CAGUAS,250514,115,2022-11-19T09:00:00
MAYAGUEZ,216605,7,2022-11-19T09:00:00
PONCE,212508,7,2022-11-19T09:00:00
SAN JUAN,253068,108,2022-11-19T09:00:00
ARECIBO,177369,185,2022-06-24T00:00:00
BAYAMON,216496,64,2022-06-24T00:00:00
CAROLINA,141663,2,2022-06-24T00:00:00
CAGUAS,250514,23,2022-06-24T00:00:00
MAYAGUEZ,216605,108,2022-06-24T00:00:00
PONCE,212508,3,2022-06-24T00:00:00
SAN JUAN,253068,93,2022-06-24T00:00:00
ARECIBO,177369,99,2022-11-17T15:00:00
BAYAMON,216496,543,2022-11-17T15:00:00
CAROLINA,141663,3,2022-11-17T15:00:00
CAGUAS,250514,280,2022-11-17T15:00:00
MAYAGUEZ,216605,6564,2022-11-17T15:00:00
PONCE,212508,1616,2022-11-17T15:00:00
SAN JUAN,253068,2148,2022-11-17T15:00:00
ARECIBO,177369,2,2022-12-28T06:00:00
BAYAMON,216496,403,2022-12-28T06:00:00
CAROLINA,141663,8,2022-12-28T06:00:00
CAGUAS,250514,9,2022-12-28T06:00:00
MAYAGUEZ,216605,21,2022-12-28T06:00:00
PONCE,212508,2,2022-12-28T06:00:00
SAN JUAN,253068,20,2022-12-28T06:00:00
ARECIBO,177369,9,2022-11-22T09:00:00
BAYAMON,216496,43,2022-11-22T09:00:00
CAROLINA,141663,0,2022-11-22T09:00:00
CAGUAS,250514,43,2022-11-22T09:00:00
MAYAGUEZ,216605,35,2022-11-22T09:00:00
PONCE,212508,406,2022-11-22T09:00:00
SAN JUAN,253068,392,2022-11-22T09:00:00
ARECIBO,177369,9267,2022-07-03T00:00:00
BAYAMON,216496,5391,2022-07-03T00:00:00
CAROLINA,141663,627,2022-07-03T00:00:00
CAGUAS,250514,15240,2022-07-03T00:00:00
MAYAGUEZ,216605,1954,2022-07-03T00:00:00
PONCE,212508,1014,2022-07-03T00:00:00
SAN JUAN,253068,6810,2022-07-03T00:00:00
ARECIBO,177369,190,2023-03-13T15:00:00
BAYAMON,216496,353,2023-03-13T15:00:00
CAROLINA,141663,85,2023-03-13T15:00:00
CAGUAS,250514,75,2023-03-13T15:00:00
MAYAGUEZ,216605,1664,2023-03-13T15:00:00
PONCE,212508,26,2023-03-13T15:00:00
SAN JUAN,253068,94,2023-03-13T15:00:00
ARECIBO,177369,69,2022-02-28T06:00:00
BAYAMON,216496,6526,2022-02-28T06:00:00
CAROLINA,141663,2,2022-02-28T06:00:00
CAGUAS,250514,9,2022-02-28T06:00:00
MAYAGUEZ,216605,278,2022-02-28T06:00:00
PONCE,212508,7,2022-02-28T06:00:00
SAN JUAN,253068,10,2022-02-28T06:00:00
ARECIBO,177369,17,2022-06-19T18:00:00
BAYAMON,216496,15,2022-06-19T18:00:00
CAROLINA,141663,15,2022-06-19T18:00:00
CAGUAS,250514,100,2022-06-19T18:00:00
MAYAGUEZ,216605,114,2022-06-19T18:00:00
PONCE,212508,3,2022-06-19T18:00:00
SAN JUAN,253068,309,2022-06-19T18:00:00
ARECIBO,177369,68938,2022-09-28T21:00:00
BAYAMON,216496,6375,2022-09-28T21:00:00
CAROLINA,141663,1052,2022-09-28T21:00:00
CAGUAS,250514,93221,2022-09-28T21:00:00
MAYAGUEZ,216605,169779,2022-09-28T21:00:00
PONCE,212508,148263,2022-09-28T21:00:00
SAN JUAN,253068,5375,2022-09-28T21:00:00
ARECIBO,177369,40,2021-11-21T18:00:00
BAYAMON,216496,315,2021-11-21T18:00:00
CAROLINA,141663,434,2021-11-21T18:00:00
CAGUAS,250514,22,2021-11-21T18:00:00
MAYAGUEZ,216605,179,2021-11-21T18:00:00
PONCE,212508,0,2021-11-21T18:00:00
SAN JUAN,253068,193,2021-11-21T18:00:00
ARECIBO,177369,346,2022-10-17T12:00:00
BAYAMON,216496,47,2022-10-17T12:00:00
CAROLINA,141663,147,2022-10-17T12:00:00
CAGUAS,250514,469,2022-10-17T12:00:00
MAYAGUEZ,216605,5220,2022-10-17T12:00:00
PONCE,212508,2874,2022-10-17T12:00:00
SAN JUAN,253068,70,2022-10-17T12:00:00
ARECIBO,177369,5325,2022-12-28T15:00:00
BAYAMON,216496,365,2022-12-28T15:00:00
CAROLINA,141663,121,2022-12-28T15:00:00
CAGUAS,250514,21,2022-12-28T15:00:00
MAYAGUEZ,216605,180,2022-12-28T15:00:00
PONCE,212508,74,2022-12-28T15:00:00
SAN JUAN,253068,276,2022-12-28T15:00:00
ARECIBO,177369,92,2021-11-30T06:00:00
BAYAMON,216496,8,2021-11-30T06:00:00
CAROLINA,141663,11,2021-11-30T06:00:00
CAGUAS,250514,17,2021-11-30T06:00:00
MAYAGUEZ,216605,31,2021-11-30T06:00:00
PONCE,212508,155,2021-11-30T06:00:00
SAN JUAN,253068,160,2021-11-30T06:00:00
ARECIBO,177369,3,2022-01-16T00:00:00
BAYAMON,216496,675,2022-01-16T00:00:00
CAROLINA,141663,6,2022-01-16T00:00:00
CAGUAS,250514,222,2022-01-16T00:00:00
MAYAGUEZ,216605,42,2022-01-16T00:00:00
PONCE,212508,0,2022-01-16T00:00:00
SAN JUAN,253068,601,2022-01-16T00:00:00
ARECIBO,177369,14,2022-11-25T21:00:00
BAYAMON,216496,107,2022-11-25T21:00:00
CAROLINA,141663,2,2022-11-25T21:00:00
CAGUAS,250514,56,2022-11-25T21:00:00
MAYAGUEZ,216605,16,2022-11-25T21:00:00
PONCE,212508,386,2022-11-25T21:00:00
SAN JUAN,253068,183,2022-11-25T21:00:00
ARECIBO,177369,1793,2023-01-17T00:00:00
BAYAMON,216496,42,2023-01-17T00:00:00
CAROLINA,141663,1,2023-01-17T00:00:00
CAGUAS,250514,118,2023-01-17T00:00:00
MAYAGUEZ,216605,6,2023-01-17T00:00:00
PONCE,212508,98,2023-01-17T00:00:00
SAN JUAN,253068,25,2023-01-17T00:00:00
ARECIBO,177369,113,2023-02-08T09:00:00
BAYAMON,216496,59,2023-02-08T09:00:00
CAROLINA,141663,1139,2023-02-08T09:00:00
CAGUAS,250514,70,2023-02-08T09:00:00
MAYAGUEZ,216605,53,2023-02-08T09:00:00
PONCE,212508,5,2023-02-08T09:00:00
SAN JUAN,253068,27,2023-02-08T09:00:00
ARECIBO,177369,36513,2022-10-01T18:00:00
BAYAMON,216496,5496,2022-10-01T18:00:00
CAROLINA,141663,385,2022-10-01T18:00:00
CAGUAS,250514,15440,2022-10-01T18:00:00
MAYAGUEZ,216605,104614,2022-10-01T18:00:00
PONCE,212508,97307,2022-10-01T18:00:00
SAN JUAN,253068,1987,2022-10-01T18:00:00
ARECIBO,177369,51,2023-03-29T21:00:00
BAYAMON,216496,1222,2023-03-29T21:00:00
CAROLINA,141663,480,2023-03-29T21:00:00
CAGUAS,250514,572,2023-03-29T21:00:00
MAYAGUEZ,216605,577,2023-03-29T21:00:00
PONCE,212508,867,2023-03-29T21:00:00
SAN JUAN,253068,10,2023-03-29T21:00:00
ARECIBO,177369,5061,2022-10-20T06:00:00
BAYAMON,216496,233,2022-10-20T06:00:00
CAROLINA,141663,32,2022-10-20T06:00:00
CAGUAS,250514,1566,2022-10-20T06:00:00
MAYAGUEZ,216605,352,2022-10-20T06:00:00
PONCE,212508,2225,2022-10-20T06:00:00
SAN JUAN,253068,16,2022-10-20T06:00:00
ARECIBO,177369,9,2022-01-05T12:00:00
BAYAMON,216496,9,2022-01-05T12:00:00
CAROLINA,141663,33,2022-01-05T12:00:00
CAGUAS,250514,895,2022-01-05T12:00:00
MAYAGUEZ,216605,9,2022-01-05T12:00:00
PONCE,212508,2,2022-01-05T12:00:00
SAN JUAN,253068,933,2022-01-05T12:00:00
ARECIBO,177369,66,2023-02-13T18:00:00
BAYAMON,216496,118,2023-02-13T18:00:00
CAROLINA,141663,17,2023-02-13T18:00:00
CAGUAS,250514,496,2023-02-13T18:00:00
MAYAGUEZ,216605,89,2023-02-13T18:00:00
PONCE,212508,0,2023-02-13T18:00:00
SAN JUAN,253068,11,2023-02-13T18:00:00
ARECIBO,177369,239,2022-11-25T12:00:00
BAYAMON,216496,164,2022-11-25T12:00:00
CAROLINA,141663,275,2022-11-25T12:00:00
CAGUAS,250514,127,2022-11-25T12:00:00
MAYAGUEZ,216605,96,2022-11-25T12:00:00
PONCE,212508,22,2022-11-25T12:00:00
SAN JUAN,253068,286,2022-11-25T12:00:00
ARECIBO,177369,185,2022-12-25T00:00:00
BAYAMON,216496,756,2022-12-25T00:00:00
CAROLINA,141663,0,2022-12-25T00:00:00
CAGUAS,250514,1050,2022-12-25T00:00:00
MAYAGUEZ,216605,32,2022-12-25T00:00:00
PONCE,212508,4,2022-12-25T00:00:00
SAN JUAN,253068,64,2022-12-25T00:00:00
ARECIBO,177369,31,2021-09-26T00:00:00
BAYAMON,216496,373,2021-09-26T00:00:00
CAROLINA,141663,254,2021-09-26T00:00:00
CAGUAS,250514,75,2021-09-26T00:00:00
MAYAGUEZ,216605,37,2021-09-26T00:00:00
PONCE,212508,137,2021-09-26T00:00:00
SAN JUAN,253068,213,2021-09-26T00:00:00
ARECIBO,177369,252,2022-05-30T12:00:00
BAYAMON,216496,3606,2022-05-30T12:00:00
CAROLINA,141663,192,2022-05-30T12:00:00
CAGUAS,250514,583,2022-05-30T12:00:00
MAYAGUEZ,216605,291,2022-05-30T12:00:00
PONCE,212508,24,2022-05-30T12:00:00
SAN JUAN,253068,22,2022-05-30T12:00:00
ARECIBO,177369,181,2022-12-07T12:00:00
BAYAMON,216496,688,2022-12-07T12:00:00
CAROLINA,141663,84,2022-12-07T12:00:00
CAGUAS,250514,1616,2022-12-07T12:00:00
MAYAGUEZ,216605,5,2022-12-07T12:00:00
PONCE,212508,104,2022-12-07T12:00:00
SAN JUAN,253068,2145,2022-12-07T12:00:00
ARECIBO,177369,1210,2022-10-08T00:00:00
BAYAMON,216496,236,2022-10-08T00:00:00
CAROLINA,141663,39,2022-10-08T00:00:00
CAGUAS,250514,7613,2022-10-08T00:00:00
MAYAGUEZ,216605,71632,2022-10-08T00:00:00
PONCE,212508,50904,2022-10-08T00:00:00
SAN JUAN,253068,46,2022-10-08T00:00:00
ARECIBO,177369,2,2022-02-26T12:00:00
BAYAMON,216496,3,2022-02-26T12:00:00
CAROLINA,141663,1,2022-02-26T12:00:00
CAGUAS,250514,437,2022-02-26T12:00:00
MAYAGUEZ,216605,4,2022-02-26T12:00:00
PONCE,212508,17,2022-02-26T12:00:00
SAN JUAN,253068,2,2022-02-26T12:00:00
ARECIBO,177369,18,2022-08-25T12:00:00
BAYAMON,216496,109,2022-08-25T12:00:00
CAROLINA,141663,15,2022-08-25T12:00:00
CAGUAS,250514,194,2022-08-25T12:00:00
MAYAGUEZ,216605,14,2022-08-25T12:00:00
PONCE,212508,5385,2022-08-25T12:00:00
SAN JUAN,253068,13,2022-08-25T12:00:00
ARECIBO,177369,86,2021-11-16T00:00:00
BAYAMON,216496,922,2021-11-16T00:00:00
CAROLINA,141663,9,2021-11-16T00:00:00
CAGUAS,250514,41,2021-11-16T00:00:00
MAYAGUEZ,216605,5,2021-11-16T00:00:00
PONCE,212508,41,2021-11-16T00:00:00
SAN JUAN,253068,651,2021-11-16T00:00:00
ARECIBO,177369,1729,2022-03-14T12:00:00
BAYAMON,216496,105,2022-03-14T12:00:00
CAROLINA,141663,119,2022-03-14T12:00:00
CAGUAS,250514,307,2022-03-14T12:00:00
MAYAGUEZ,216605,1386,2022-03-14T12:00:00
PONCE,212508,1,2022-03-14T12:00:00
SAN JUAN,253068,523,2022-03-14T12:00:00
ARECIBO,177369,442,2022-11-08T12:00:00
BAYAMON,216496,172,2022-11-08T12:00:00
CAROLINA,141663,2443,2022-11-08T12:00:00
CAGUAS,250514,130,2022-11-08T12:00:00
MAYAGUEZ,216605,261,2022-11-08T12:00:00
PONCE,212508,27,2022-11-08T12:00:00
SAN JUAN,253068,204,2022-11-08T12:00:00
ARECIBO,177369,59,2022-05-13T12:00:00
BAYAMON,216496,41,2022-05-13T12:00:00
CAROLINA,141663,13,2022-05-13T12:00:00
CAGUAS,250514,25,2022-05-13T12:00:00
MAYAGUEZ,216605,149,2022-05-13T12:00:00
PONCE,212508,2,2022-05-13T12:00:00
SAN JUAN,253068,2257,2022-05-13T12:00:00
ARECIBO,177369,24,2021-10-09T12:00:00
BAYAMON,216496,62,2021-10-09T12:00:00
CAROLINA,141663,31,2021-10-09T12:00:00
CAGUAS,250514,1498,2021-10-09T12:00:00
MAYAGUEZ,216605,42,2021-10-09T12:00:00
PONCE,212508,106,2021-10-09T12:00:00
SAN JUAN,253068,209,2021-10-09T12:00:00
ARECIBO,177369,2279,2022-10-16T21:00:00
BAYAMON,216496,178,2022-10-16T21:00:00
CAROLINA,141663,15,2022-10-16T21:00:00
CAGUAS,250514,343,2022-10-16T21:00:00
MAYAGUEZ,216605,5744,2022-10-16T21:00:00
PONCE,212508,2655,2022-10-16T21:00:00
SAN JUAN,253068,4,2022-10-16T21:00:00
ARECIBO,177369,2746,2022-08-07T18:00:00
BAYAMON,216496,10048,2022-08-07T18:00:00
CAROLINA,141663,204,2022-08-07T18:00:00
CAGUAS,250514,2932,2022-08-07T18:00:00
MAYAGUEZ,216605,118,2022-08-07T18:00:00
PONCE,212508,21,2022-08-07T18:00:00
SAN JUAN,253068,44,2022-08-07T18:00:00
ARECIBO,177369,293,2022-06-27T18:00:00
BAYAMON,216496,1484,2022-06-27T18:00:00
CAROLINA,141663,68,2022-06-27T18:00:00
CAGUAS,250514,235,2022-06-27T18:00:00
MAYAGUEZ,216605,32,2022-06-27T18:00:00
PONCE,212508,2,2022-06-27T18:00:00
SAN JUAN,253068,4412,2022-06-27T18:00:00
ARECIBO,177369,15,2023-03-02T00:00:00
BAYAMON,216496,968,2023-03-02T00:00:00
CAROLINA,141663,1,2023-03-02T00:00:00
CAGUAS,250514,8005,2023-03-02T00:00:00
MAYAGUEZ,216605,312,2023-03-02T00:00:00
PONCE,212508,1,2023-03-02T00:00:00
SAN JUAN,253068,167,2023-03-02T00:00:00
ARECIBO,177369,12,2022-03-28T12:00:00
BAYAMON,216496,204,2022-03-28T12:00:00
CAROLINA,141663,4,2022-03-28T12:00:00
CAGUAS,250514,229,2022-03-28T12:00:00
MAYAGUEZ,216605,264,2022-03-28T12:00:00
PONCE,212508,0,2022-03-28T12:00:00
SAN JUAN,253068,186,2022-03-28T12:00:00
ARECIBO,177369,90,2023-01-16T00:00:00
BAYAMON,216496,209,2023-01-16T00:00:00
CAROLINA,141663,1326,2023-01-16T00:00:00
CAGUAS,250514,270,2023-01-16T00:00:00
