Distrito,Tipo I,Ases.,Viol.,Robo,Agr. Grave,Esc.,Apr. I,H. Auto,Date,Tasa de Desempleo,Num. Personas Desempleadas,Num. Personas Empleadas,Num. Personas Grupo Trabajador
Arroyo,16.0,0.0,0.0,1.0,2.0,4.0,9.0,0.0,2014-02-01,26.9,1383.0,4164.0,5494.0
Arecibo,115.0,0.0,0.0,14.0,4.0,52.0,41.0,4.0,2014-02-01,16.7,4013.0,21127.0,24897.0
Añasco,10.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,2014-02-01,19.5,1639.0,7477.0,9154.0
Aibonito,18.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,2014-02-01,18.7,1299.0,5701.0,6915.0
Aguas Buenas,17.0,1.0,0.0,3.0,1.0,4.0,6.0,2.0,2014-02-01,17.6,1194.0,5899.0,7019.0
Aguadilla,58.0,0.0,0.0,4.0,1.0,21.0,31.0,1.0,2014-02-01,18.4,2710.0,12598.0,15236.0
Cayey,60.0,0.0,0.0,8.0,4.0,10.0,30.0,8.0,2014-02-01,14.1,2207.0,14588.0,16677.0
Ceiba,9.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,2014-02-01,19.7,749.0,3429.0,4121.0
Ciales,23.0,1.0,0.0,2.0,2.0,8.0,10.0,0.0,2014-02-01,27.6,1142.0,3288.0,4386.0
Cidra,37.0,0.0,0.0,5.0,3.0,11.0,15.0,3.0,2014-02-01,13.1,2018.0,14194.0,16041.0
Isabela,45.0,0.0,0.0,1.0,2.0,14.0,27.0,1.0,2014-02-01,18.4,2062.0,9888.0,12440.0
Humacao,71.0,1.0,0.0,7.0,1.0,28.0,31.0,3.0,2014-02-01,19.1,3429.0,15120.0,18476.0
Hormigueros,9.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,2014-02-01,17.0,921.0,4853.0,5707.0
Hatillo,105.0,0.0,0.0,4.0,2.0,28.0,69.0,2.0,2014-02-01,18.2,2349.0,11015.0,13425.0
Gurabo,22.0,0.0,0.0,3.0,0.0,6.0,10.0,3.0,2014-02-01,11.3,1864.0,15392.0,17307.0
Guaynabo,91.0,0.0,0.0,12.0,0.0,15.0,50.0,14.0,2014-02-01,6.6,2244.0,35484.0,37388.0
Guayanilla,10.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0,2014-02-01,24.3,1297.0,4295.0,5525.0
Yabucoa,19.0,0.0,0.0,4.0,4.0,4.0,7.0,0.0,2014-02-01,25.2,2414.0,7692.0,10015.0
Guayama,57.0,1.0,0.0,2.0,2.0,13.0,37.0,2.0,2014-02-01,22.9,2615.0,10006.0,12508.0
Florida,13.0,0.0,0.0,0.0,0.0,3.0,9.0,1.0,2014-02-01,22.1,750.0,2920.0,3633.0
Fajardo,40.0,0.0,0.0,0.0,7.0,16.0,17.0,0.0,2014-02-01,19.2,2218.0,10145.0,12151.0
Dorado,57.0,2.0,0.0,10.0,1.0,10.0,25.0,9.0,2014-02-01,9.5,1123.0,11664.0,12806.0
Culebra,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014-02-01,8.9,62.0,739.0,819.0
Corozal,20.0,0.0,0.0,2.0,1.0,10.0,5.0,2.0,2014-02-01,16.5,1462.0,8110.0,9486.0
Comerío,28.0,0.0,0.0,3.0,4.0,7.0,12.0,2.0,2014-02-01,21.2,1063.0,4346.0,5384.0
Coamo,22.0,0.0,0.0,0.0,1.0,4.0,14.0,3.0,2014-02-01,22.0,2246.0,8789.0,10996.0
Guánica,13.0,0.0,0.0,1.0,1.0,1.0,10.0,0.0,2014-02-01,27.5,1222.0,3413.0,4586.0
Aguada,17.0,0.0,0.0,1.0,0.0,6.0,10.0,0.0,2014-02-01,19.6,2274.0,9998.0,12263.0
Yauco,13.0,1.0,0.0,0.0,0.0,3.0,9.0,0.0,2014-02-01,23.7,2652.0,8732.0,11229.0
Adjuntas,5.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2014-02-01,25.7,1134.0,3499.0,4542.0
Cidra,41.0,0.0,0.0,6.0,8.0,11.0,15.0,1.0,2014-03-01,12.3,1955.0,14252.0,15917.0
Coamo,28.0,0.0,0.0,3.0,2.0,11.0,12.0,0.0,2014-03-01,20.1,2226.0,8933.0,10987.0
Comerío,24.0,0.0,0.0,4.0,1.0,4.0,14.0,1.0,2014-03-01,19.5,1031.0,4397.0,5359.0
Corozal,27.0,0.0,0.0,1.0,0.0,6.0,13.0,7.0,2014-03-01,15.5,1397.0,8161.0,9482.0
Culebra,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2014-03-01,8.0,60.0,769.0,804.0
Dorado,59.0,1.0,0.0,6.0,1.0,13.0,28.0,10.0,2014-03-01,8.8,1096.0,11867.0,12735.0
Fajardo,35.0,1.0,0.0,3.0,5.0,8.0,15.0,3.0,2014-03-01,18.4,2113.0,10087.0,11997.0
Florida,8.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,2014-03-01,20.8,721.0,2933.0,3596.0
Guánica,13.0,0.0,0.0,1.0,0.0,5.0,7.0,0.0,2014-03-01,27.0,1195.0,3427.0,4591.0
Guayama,77.0,0.0,0.0,4.0,4.0,30.0,37.0,2.0,2014-03-01,21.0,2511.0,10063.0,12361.0
Guayanilla,14.0,0.0,0.0,0.0,0.0,3.0,9.0,2.0,2014-03-01,23.4,1271.0,4296.0,5518.0
Guaynabo,69.0,0.0,0.0,4.0,2.0,13.0,45.0,5.0,2014-03-01,6.0,2192.0,35667.0,37100.0
Gurabo,21.0,2.0,0.0,3.0,0.0,7.0,8.0,1.0,2014-03-01,10.5,1779.0,15698.0,17154.0
Hatillo,69.0,0.0,0.0,5.0,3.0,18.0,42.0,1.0,2014-03-01,17.2,2308.0,11232.0,13446.0
Hormigueros,9.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,2014-03-01,16.1,887.0,4884.0,5653.0
Ciales,17.0,0.0,0.0,0.0,2.0,6.0,9.0,0.0,2014-03-01,26.1,1111.0,3302.0,4360.0
Ceiba,7.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,2014-03-01,18.2,696.0,3423.0,4047.0
Cayey,72.0,2.0,0.0,2.0,7.0,21.0,37.0,3.0,2014-03-01,13.2,2132.0,14697.0,16529.0
Cataño,23.0,1.0,0.0,3.0,0.0,10.0,7.0,2.0,2014-03-01,12.9,1053.0,7362.0,8257.0
Adjuntas,14.0,0.0,0.0,1.0,0.0,5.0,8.0,0.0,2014-03-01,24.8,1120.0,3470.0,4600.0
Aguada,17.0,1.0,0.0,1.0,2.0,4.0,6.0,3.0,2014-03-01,18.2,2186.0,10156.0,12128.0
Aguadilla,53.0,0.0,0.0,5.0,1.0,22.0,22.0,3.0,2014-03-01,17.5,2595.0,12742.0,15085.0
Aguas Buenas,27.0,2.0,0.0,3.0,0.0,8.0,9.0,5.0,2014-03-01,16.8,1154.0,5922.0,6969.0
Aibonito,21.0,3.0,0.0,2.0,4.0,5.0,3.0,4.0,2014-03-01,17.6,1242.0,5714.0,6905.0
Añasco,8.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,2014-03-01,17.9,1587.0,7643.0,9092.0
Arecibo,81.0,1.0,0.0,5.0,6.0,28.0,39.0,2.0,2014-03-01,15.9,3895.0,21188.0,24802.0
Villalba,9.0,0.0,0.0,2.0,0.0,3.0,4.0,0.0,2014-03-01,23.3,1869.0,6357.0,8088.0
Arroyo,33.0,0.0,0.0,0.0,0.0,5.0,28.0,0.0,2014-03-01,24.9,1314.0,4181.0,5407.0
Barranquitas,25.0,0.0,0.0,1.0,2.0,7.0,13.0,2.0,2014-03-01,16.1,1221.0,6466.0,7624.0
Bayamón,397.0,2.0,0.0,19.0,9.0,68.0,242.0,57.0,2014-03-01,10.2,6947.0,62508.0,68138.0
Cabo Rojo,25.0,0.0,0.0,2.0,1.0,8.0,12.0,2.0,2014-03-01,19.6,2702.0,12030.0,14477.0
Caguas,247.0,8.0,0.0,22.0,3.0,38.0,146.0,30.0,2014-03-01,11.9,5762.0,44091.0,48949.0
Camuy,40.0,0.0,0.0,0.0,1.0,22.0,16.0,1.0,2014-03-01,15.2,1447.0,8430.0,9774.0
Canóvanas,37.0,1.0,0.0,2.0,4.0,4.0,23.0,3.0,2014-03-01,13.2,2115.0,14445.0,16266.0
Carolina,173.0,2.0,0.0,21.0,4.0,26.0,111.0,9.0,2014-03-01,9.7,6081.0,58411.0,63281.0
Barceloneta,39.0,0.0,0.0,2.0,0.0,9.0,28.0,0.0,2014-03-01,22.2,1348.0,5040.0,6296.0
Vieques,16.0,1.0,0.0,1.0,1.0,5.0,6.0,2.0,2014-03-01,15.1,461.0,2828.0,3255.0
Vega Baja,85.0,1.0,0.0,11.0,4.0,20.0,36.0,13.0,2014-03-01,17.1,2418.0,12148.0,14340.0
Jayuya,6.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2014-03-01,19.4,793.0,3450.0,4257.0
Quebradillas,14.0,0.0,0.0,1.0,0.0,2.0,11.0,0.0,2014-03-01,19.2,1174.0,5164.0,6249.0
Rincón,16.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,2014-03-01,22.3,1068.0,3854.0,4842.0
Rio Grande,25.0,0.0,0.0,2.0,7.0,8.0,8.0,0.0,2014-03-01,11.8,2016.0,15509.0,17216.0
Sabana Grande,16.0,0.0,0.0,1.0,1.0,8.0,6.0,0.0,2014-03-01,21.1,1361.0,5292.0,6563.0
Salinas,35.0,0.0,0.0,5.0,0.0,10.0,17.0,3.0,2014-03-01,25.5,2054.0,6272.0,8185.0
San Germán,15.0,0.0,0.0,0.0,1.0,5.0,8.0,1.0,2014-03-01,19.5,2065.0,8738.0,10614.0
San Juan,810.0,4.0,0.0,128.0,30.0,99.0,466.0,83.0,2014-03-01,8.1,10909.0,128720.0,136850.0
San Lorenzo,53.0,1.0,0.0,4.0,1.0,11.0,33.0,3.0,2014-03-01,16.6,1988.0,10577.0,12370.0
San Sebastián,28.0,0.0,0.0,2.0,1.0,14.0,13.0,1.0,2014-03-01,24.9,2741.0,8466.0,11194.0
Santa Isabel,21.0,1.0,0.0,0.0,0.0,5.0,12.0,3.0,2014-03-01,15.2,1591.0,9246.0,11406.0
Toa Alta,30.0,0.0,0.0,2.0,0.0,7.0,12.0,9.0,2014-03-01,9.2,2375.0,24185.0,26061.0
Toa Baja,110.0,1.0,0.0,11.0,5.0,16.0,65.0,12.0,2014-03-01,10.6,3133.0,27904.0,30458.0
Trujillo Alto,34.0,1.0,0.0,3.0,0.0,8.0,20.0,2.0,2014-03-01,7.8,2095.0,25727.0,27291.0
Utuado,34.0,0.0,0.0,1.0,3.0,14.0,16.0,0.0,2014-03-01,20.5,1408.0,5773.0,7143.0
Vega Alta,71.0,0.0,0.0,3.0,2.0,20.0,30.0,16.0,2014-03-01,14.5,1447.0,8815.0,10085.0
Ponce,141.0,4.0,1.0,14.0,8.0,25.0,85.0,4.0,2014-03-01,15.8,7718.0,42610.0,49357.0
Peñuelas,10.0,0.0,0.0,0.0,2.0,3.0,4.0,1.0,2014-03-01,21.6,1443.0,5260.0,6591.0
Patillas,21.0,0.0,0.0,1.0,1.0,8.0,11.0,0.0,2014-03-01,25.4,1234.0,3833.0,4990.0
Orocovis,28.0,0.0,0.0,4.0,1.0,14.0,9.0,0.0,2014-03-01,19.4,1032.0,4420.0,5421.0
Juana Díaz,37.0,1.0,0.0,3.0,4.0,7.0,22.0,0.0,2014-03-01,16.1,2560.0,13436.0,15772.0
Juncos,22.0,1.0,0.0,2.0,4.0,3.0,10.0,2.0,2014-03-01,16.0,1968.0,10798.0,12565.0
Lajas,13.0,0.0,0.0,0.0,0.0,6.0,5.0,2.0,2014-03-01,27.3,1548.0,4495.0,5975.0
Lares,24.0,0.0,0.0,0.0,4.0,7.0,12.0,1.0,2014-03-01,25.8,1867.0,5705.0,7662.0
Las Marías,6.0,0.0,0.0,0.5,0.0,4.0,3.0,0.0,2014-03-01,30.0,818.0,2073.0,3015.0
Las Piedras,30.0,0.0,0.0,2.0,1.0,18.0,8.0,1.0,2014-03-01,17.0,1959.0,9808.0,11595.0
Loiza,19.0,2.0,0.0,3.0,3.0,2.0,9.0,0.0,2014-03-01,13.2,1158.0,7971.0,8971.0
Isabela,49.0,0.0,0.0,0.0,1.0,15.0,31.0,2.0,2014-03-01,16.5,1951.0,10600.0,12443.0
Luquillo,22.0,0.0,0.0,0.0,4.0,6.0,12.0,0.0,2014-03-01,20.2,1322.0,5531.0,6737.0
Maricao,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2014-03-01,23.9,461.0,1536.0,2006.0
Maunabo,9.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,2014-03-01,23.0,758.0,2513.0,3225.0
Mayagüez,154.0,1.0,0.0,9.0,4.0,35.0,100.0,5.0,2014-03-01,18.8,4473.0,20289.0,24238.0
Moca,33.0,0.0,0.0,0.0,1.0,14.0,17.0,1.0,2014-03-01,19.9,2106.0,8927.0,10897.0
Morovis,33.0,0.0,0.0,0.0,1.0,21.0,7.0,4.0,2014-03-01,20.0,1690.0,7015.0,8589.0
Naguabo,24.0,0.0,0.0,1.0,1.0,12.0,9.0,1.0,2014-03-01,16.1,1296.0,7142.0,8343.0
Naranjito,27.0,0.0,0.0,3.0,1.0,8.0,12.0,3.0,2014-03-01,16.6,1249.0,6372.0,7514.0
Manatí,43.0,0.0,0.0,2.0,1.0,15.0,20.0,5.0,2014-03-01,14.2,1721.0,10364.0,11908.0
Humacao,69.0,2.0,0.0,7.0,4.0,19.0,32.0,5.0,2014-03-01,18.2,3327.0,15282.0,18303.0
Yabucoa,24.0,0.0,0.0,1.0,2.0,11.0,10.0,0.0,2014-03-01,24.2,2358.0,7725.0,9952.0
Yauco,12.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,2014-03-01,23.5,2578.0,8733.0,11230.0
Ciales,19.0,0.0,3.0,1.0,2.0,3.0,10.0,0.0,2014-04-01,26.0,1003.0,3244.0,4245.0
Cidra,23.0,0.0,0.0,5.0,3.0,9.0,4.0,2.0,2014-04-01,12.6,1838.0,14023.0,15770.0
Coamo,27.0,0.0,0.0,1.0,2.5,9.0,16.0,2.0,2014-04-01,20.4,2187.0,8750.0,10926.0
Comerío,20.0,1.0,0.0,2.0,2.0,7.0,7.0,1.0,2014-04-01,19.7,963.0,4321.0,5274.0
Corozal,33.0,0.0,0.0,2.0,1.0,9.0,14.0,7.0,2014-04-01,15.4,1310.0,8024.0,9270.0
Culebra,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2014-04-01,7.6,51.0,757.0,801.0
Dorado,56.0,0.0,0.0,6.0,2.0,11.0,24.0,13.0,2014-04-01,8.8,1045.0,11683.0,12641.0
Ceiba,12.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,2014-04-01,18.2,665.0,3372.0,4006.0
Fajardo,41.0,1.0,0.0,3.0,4.0,8.0,24.0,1.0,2014-04-01,18.3,2039.0,9933.0,11896.0
Guánica,15.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,2014-04-01,26.6,1138.0,3364.0,4508.0
Guayama,76.0,0.0,0.0,3.0,8.0,23.0,41.0,1.0,2014-04-01,20.9,2324.0,9893.0,12231.0
Guayanilla,17.0,0.0,0.0,1.0,0.0,4.0,11.0,1.0,2014-04-01,23.5,1179.0,4228.0,5517.0
Guaynabo,88.0,1.0,0.0,7.0,3.0,19.0,50.0,8.0,2014-04-01,6.0,2121.0,35144.0,36908.0
Gurabo,29.0,0.0,0.0,4.0,0.0,9.0,13.0,3.0,2014-04-01,10.8,1716.0,15443.0,17070.0
Hatillo,92.0,0.0,1.0,4.0,3.0,33.0,48.0,3.0,2014-04-01,17.5,2136.0,11076.0,13198.0
Hormigueros,11.0,0.0,0.0,1.0,0.0,3.0,6.0,1.0,2014-04-01,16.1,817.0,4786.0,5597.0
Florida,5.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2014-04-01,20.6,671.0,2883.0,3543.0
Humacao,53.0,2.0,0.0,2.0,5.0,15.0,29.0,0.0,2014-04-01,18.6,3146.0,15047.0,18066.0
Vieques,22.0,0.0,0.0,0.0,7.0,8.0,7.0,0.0,2014-04-01,14.9,426.0,2789.0,3191.0
Carolina,243.0,4.0,0.0,23.0,10.0,47.0,147.0,12.0,2014-04-01,9.8,5849.0,57481.0,62944.0
Yauco,14.0,0.0,0.0,2.0,0.0,4.0,7.0,1.0,2014-04-01,23.6,2394.0,8577.0,11001.0
Adjuntas,10.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,2014-04-01,25.0,999.0,3408.0,4475.0
Aguada,24.0,0.0,0.0,2.0,0.0,6.0,16.0,0.0,2014-04-01,18.5,2028.0,9989.0,11969.0
Aguadilla,75.0,2.0,0.0,0.0,0.0,34.0,38.0,1.0,2014-04-01,17.8,2397.0,12526.0,14882.0
Aguas Buenas,21.0,0.0,0.0,0.0,0.0,8.0,11.0,2.0,2014-04-01,17.0,1060.0,5825.0,6855.0
Aibonito,21.0,0.0,0.0,1.0,1.0,11.0,6.0,2.0,2014-04-01,18.8,1160.0,5616.0,6782.0
Añasco,7.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,2014-04-01,17.9,1504.0,7515.0,9001.0
Cataño,20.0,1.0,0.0,0.0,0.0,8.0,9.0,2.0,2014-04-01,13.2,979.0,7250.0,8164.0
Arecibo,93.0,0.0,1.0,6.0,12.0,28.0,38.0,8.0,2014-04-01,16.1,3651.0,20884.0,24492.0
Barceloneta,59.0,0.0,0.0,2.0,1.0,11.0,38.0,7.0,2014-04-01,22.2,1215.0,4954.0,6161.0
Barranquitas,33.0,0.0,0.0,3.0,2.0,16.0,12.0,0.0,2014-04-01,16.6,1136.0,6357.0,7491.0
Bayamón,407.0,2.0,0.0,36.0,7.0,75.0,234.0,53.0,2014-04-01,10.4,6570.0,61533.0,67628.0
Cabo Rojo,26.0,0.0,0.0,1.0,0.0,12.0,13.0,0.0,2014-04-01,19.4,2472.0,11762.0,14358.0
Caguas,231.0,5.0,0.0,25.0,1.0,53.0,126.0,21.0,2014-04-01,12.1,5434.0,43387.0,48523.0
Camuy,33.0,0.0,0.0,2.0,4.0,13.0,14.0,0.0,2014-04-01,15.5,1378.0,8312.0,9665.0
Canóvanas,45.0,2.0,0.0,4.0,4.0,10.0,20.0,5.0,2014-04-01,13.5,2015.0,14212.0,16142.0
Arroyo,13.0,2.0,0.0,0.0,1.0,5.0,5.0,0.0,2014-04-01,25.2,1206.0,4111.0,5325.0
Cayey,65.0,2.0,0.0,5.0,6.0,15.0,32.0,5.0,2014-04-01,13.2,1961.0,14470.0,16317.0
Isabela,43.0,0.0,0.0,2.0,0.0,15.0,23.0,3.0,2014-04-01,16.6,1847.0,10378.0,12275.0
Juana Díaz,27.0,0.0,0.0,5.0,1.0,9.0,11.0,1.0,2014-04-01,16.5,2401.0,13221.0,15626.0
Rincón,14.0,0.0,0.0,0.0,2.0,5.0,7.0,0.0,2014-04-01,22.6,968.0,3790.0,4744.0
Rio Grande,31.0,1.0,0.0,4.0,4.0,14.0,8.0,0.0,2014-04-01,12.0,1931.0,15253.0,17112.0
Sabana Grande,14.0,0.0,0.0,1.0,0.0,4.0,9.0,0.0,2014-04-01,21.4,1257.0,5166.0,6515.0
Salinas,38.0,2.0,0.0,5.0,1.0,11.0,19.0,0.0,2014-04-01,25.8,1937.0,6131.0,8184.0
San Germán,15.0,0.0,0.0,1.0,2.0,2.0,10.0,0.0,2014-04-01,19.8,1953.0,8545.0,10582.0
San Juan,803.0,10.0,0.0,116.0,23.0,122.0,449.0,83.0,2014-04-01,8.1,10333.0,126878.0,135807.0
San Lorenzo,33.0,2.0,0.0,2.0,1.0,13.0,13.0,2.0,2014-04-01,16.7,1856.0,10402.0,12211.0
Quebradillas,24.0,1.0,0.0,0.0,1.0,9.0,13.0,0.0,2014-04-01,19.5,1084.0,5096.0,6146.0
San Sebastián,34.0,0.0,0.0,1.0,1.0,14.0,18.0,0.0,2014-04-01,25.4,2569.0,8336.0,10951.0
Toa Alta,55.0,0.0,0.0,9.0,1.0,17.0,23.0,5.0,2014-04-01,9.4,2240.0,23794.0,25899.0
Toa Baja,79.0,0.0,0.0,8.0,4.0,15.0,40.0,12.0,2014-04-01,10.7,2951.0,27450.0,30234.0
Trujillo Alto,50.0,1.0,0.0,4.0,0.0,19.0,25.0,1.0,2014-04-01,7.8,1961.0,25324.0,27099.0
Utuado,27.0,0.0,0.0,0.0,0.0,10.0,17.0,0.0,2014-04-01,20.5,1292.0,5667.0,6997.0
Vega Alta,63.0,0.0,0.0,9.0,2.0,13.0,26.0,13.0,2014-04-01,14.8,1328.0,8667.0,9956.0
Vega Baja,91.0,1.0,0.0,12.0,4.0,20.0,45.0,9.0,2014-04-01,17.4,2286.0,11934.0,14198.0
Yabucoa,16.0,0.0,0.0,0.0,1.0,7.0,8.0,0.0,2014-04-01,24.1,2189.0,7601.0,9747.0
Santa Isabel,28.0,0.0,0.0,2.0,1.0,3.0,20.0,2.0,2014-04-01,15.3,1591.0,8976.0,9847.0
Jayuya,8.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,2014-04-01,19.3,729.0,3443.0,4190.0
Ponce,197.0,3.0,0.0,28.0,11.0,36.0,116.0,3.0,2014-04-01,16.0,7133.0,41951.0,48697.0
Patillas,16.0,0.0,0.0,0.0,4.0,4.0,8.0,0.0,2014-04-01,25.6,1144.0,3765.0,4922.0
Juncos,31.0,0.0,0.0,2.0,1.0,12.0,13.0,3.0,2014-04-01,16.1,1836.0,10616.0,12420.0
Lajas,12.0,0.0,0.0,0.0,1.0,4.0,6.0,1.0,2014-04-01,27.0,1440.0,4389.0,5889.0
Lares,16.0,0.0,0.0,1.0,0.0,5.0,10.0,0.0,2014-04-01,25.6,1776.0,5618.0,7436.0
Las Marías,7.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,2014-04-01,29.9,740.0,2105.0,2866.0
Las Piedras,28.0,2.0,0.0,3.0,1.0,8.0,13.0,1.0,2014-04-01,17.3,1774.0,9651.0,11380.0
Loiza,39.0,3.0,0.0,6.0,2.0,6.0,19.0,3.0,2014-04-01,13.2,1082.0,7840.0,8882.0
Luquillo,39.0,0.0,0.0,0.0,0.0,20.0,18.0,1.0,2014-04-01,20.2,1263.0,5445.0,6665.0
Peñuelas,16.0,0.0,0.0,4.0,2.0,5.0,3.0,2.0,2014-04-01,21.9,1380.0,5173.0,6518.0
Manatí,64.0,2.0,0.0,2.0,2.0,18.0,32.0,8.0,2014-04-01,14.8,1571.0,10199.0,11723.0
Maunabo,7.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,2014-04-01,23.6,696.0,2473.0,3155.0
Mayagüez,140.0,0.0,0.0,12.0,7.0,28.0,91.0,2.0,2014-04-01,18.9,4117.0,19883.0,23975.0
Moca,12.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,2014-04-01,20.3,1942.0,8780.0,10718.0
Morovis,47.0,0.0,0.0,4.0,4.0,21.0,16.0,2.0,2014-04-01,19.9,1575.0,6895.0,8461.0
Naguabo,8.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,2014-04-01,16.2,1215.0,7031.0,8217.0
Naranjito,23.0,0.0,0.0,3.0,2.0,4.0,12.0,2.0,2014-04-01,16.7,1169.0,6262.0,7420.0
Orocovis,16.0,0.0,0.0,1.0,1.0,7.0,6.0,1.0,2014-04-01,19.7,1027.0,4357.0,5379.0
Maricao,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2014-04-01,24.0,418.0,1544.0,1936.0
Villalba,5.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,2014-04-01,23.7,1685.0,6261.0,7887.0
Yauco,19.0,0.0,0.0,0.0,2.0,5.0,12.0,0.0,2014-05-01,23.0,2397.0,8652.0,10949.0
Villalba,8.0,1.0,0.0,0.0,1.0,2.0,4.0,0.0,2014-05-01,23.1,1667.0,6219.0,7853.0
Aguada,28.0,0.0,0.0,1.0,1.0,5.0,20.0,1.0,2014-05-01,18.0,1972.0,9942.0,11868.0
Patillas,14.0,0.0,0.0,1.0,4.0,3.0,6.0,0.0,2014-05-01,24.7,1100.0,3756.0,4829.0
Orocovis,18.0,0.0,0.0,1.0,1.0,7.0,5.0,4.0,2014-05-01,19.0,1018.0,4389.0,5333.0
Naranjito,28.0,0.0,0.0,0.0,0.0,9.0,14.0,5.0,2014-05-01,16.6,1224.0,6265.0,7445.0
Naguabo,19.0,0.0,0.0,1.0,1.0,7.0,10.0,0.0,2014-05-01,15.5,1228.0,7047.0,8176.0
Morovis,38.0,0.0,0.0,1.0,1.0,19.0,13.0,4.0,2014-05-01,19.7,1559.0,6899.0,8416.0
Moca,11.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,2014-05-01,19.3,1916.0,8791.0,10632.0
Mayagüez,148.0,0.0,0.0,8.0,5.0,33.0,92.0,10.0,2014-05-01,18.5,4132.0,19765.0,24087.0
Maunabo,8.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,2014-05-01,23.5,676.0,2467.0,3123.0
Maricao,8.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,2014-05-01,23.0,412.0,1545.0,1891.0
Manatí,50.0,0.0,0.0,2.0,0.0,17.0,26.0,5.0,2014-05-01,14.5,1608.0,10187.0,11701.0
Luquillo,21.0,0.0,0.0,2.0,2.0,6.0,11.0,0.0,2014-05-01,19.6,1259.0,5415.0,6636.0
Loiza,28.0,0.0,0.0,4.0,4.0,5.0,12.0,3.0,2014-05-01,12.9,1125.0,7813.0,8896.0
Las Piedras,23.0,0.0,0.0,5.0,1.0,9.0,7.0,1.0,2014-05-01,16.9,1793.0,9636.0,11348.0
Las Marías,12.0,0.0,0.0,0.0,1.0,6.0,5.0,0.0,2014-05-01,27.1,775.0,2197.0,2849.0
Lares,17.0,0.0,0.0,1.0,2.0,6.0,8.0,0.0,2014-05-01,24.4,1754.0,5795.0,7336.0
Peñuelas,16.0,0.0,0.0,2.0,0.0,6.0,9.0,1.5,2014-05-01,21.9,1437.0,5148.0,6568.0
Ponce,204.0,3.0,0.0,32.0,16.0,27.0,124.0,2.0,2014-05-01,15.6,7328.0,41639.0,48812.0
Quebradillas,29.0,0.0,0.0,2.0,1.0,8.0,17.0,1.0,2014-05-01,18.8,1050.0,5075.0,6068.0
Rincón,6.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,2014-05-01,22.1,880.0,3774.0,4638.0
Yabucoa,29.0,2.0,0.0,0.0,2.0,7.0,15.0,3.0,2014-05-01,23.7,2077.0,7594.0,9595.0
Vieques,24.0,0.0,0.0,2.0,3.0,8.0,10.0,1.0,2014-05-01,14.2,415.0,2794.0,3065.0
Vega Baja,97.0,1.0,0.0,6.0,2.0,21.0,57.0,10.0,2014-05-01,16.9,2313.0,11922.0,14181.0
Vega Alta,80.0,1.0,0.0,4.0,3.0,16.0,43.0,13.0,2014-05-01,14.3,1349.0,8638.0,9949.0
Utuado,29.0,0.0,0.0,0.0,0.0,12.0,17.0,0.0,2014-05-01,19.7,1239.0,5735.0,6893.0
Trujillo Alto,29.0,2.0,0.0,2.0,0.0,6.0,15.0,4.0,2014-05-01,7.7,2021.0,25196.0,27054.0
Toa Baja,131.0,1.0,1.0,22.0,1.0,21.0,69.0,16.0,2014-05-01,10.3,3007.0,27325.0,30189.0
Lajas,16.0,0.0,0.0,0.0,0.0,9.0,6.0,1.0,2014-05-01,25.9,1492.0,4427.0,5921.0
Toa Alta,44.0,1.0,0.0,3.0,1.0,15.0,17.0,7.0,2014-05-01,9.1,2289.0,23686.0,25861.0
San Sebastián,34.0,0.0,0.0,2.0,2.0,13.0,17.0,0.0,2014-05-01,24.5,2571.0,8453.0,10849.0
