Distrito,Tipo I,Ases.,Viol.,Robo,Agr. Grave,Esc.,Apr. I,H. Auto,Date,Tasa de Desempleo,Num. Personas Desempleadas,Num. Personas Empleadas,Num. Personas Grupo Trabajador
Maunabo,17.0,0.0,0.0,0.0,1.0,7.0,9.0,0.0,2013-11-01,21.8,703.0,2486.0,3243.0
Rincón,14.0,0.0,0.0,0.0,0.0,10.0,3.0,1.0,2013-11-01,20.3,1026.0,3697.0,4829.0
Mayagüez,167.0,0.0,0.0,5.0,3.0,59.0,97.0,3.0,2013-11-01,20.4,4652.0,19915.0,25408.0
Morovis,41.0,0.0,0.0,6.0,2.0,23.0,6.0,4.0,2013-11-01,20.3,1641.0,6964.0,8675.0
Naguabo,47.0,1.0,0.0,3.0,2.0,19.0,19.0,3.0,2013-11-01,17.1,1356.0,7091.0,8508.0
Naranjito,32.0,0.0,0.0,3.0,2.0,11.0,8.0,8.0,2013-11-01,17.7,1277.0,6340.0,7690.0
Orocovis,16.0,0.0,0.0,1.0,0.0,7.0,7.0,1.0,2013-11-01,18.4,1007.0,4516.0,5489.0
Patillas,19.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0,2013-11-01,24.2,1221.0,3812.0,5083.0
Peñuelas,17.0,1.0,0.0,1.0,1.0,10.0,2.0,2.0,2013-11-01,22.0,1433.0,5264.0,6749.0
Ponce,191.0,6.0,0.0,16.0,10.0,45.0,104.0,10.0,2013-11-01,17.1,7958.0,42148.0,50864.0
Moca,24.0,0.0,0.0,1.0,0.0,12.0,11.0,0.0,2013-11-01,20.6,2168.0,8789.0,11092.0
Lajas,15.0,0.0,0.0,0.0,1.0,7.0,6.0,1.0,2013-11-01,28.6,1667.0,4539.0,6266.0
Adjuntas,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2013-11-01,23.1,1089.0,3807.0,4658.0
Aguada,18.0,0.0,0.0,2.0,1.0,3.0,13.0,2.0,2013-12-01,18.6,2433.0,9973.0,12431.0
Ponce,313.0,2.0,0.0,40.0,19.0,84.0,160.0,8.0,2013-12-01,16.7,8711.0,42271.0,51192.0
Peñuelas,13.0,0.0,0.0,1.0,0.0,7.0,4.0,1.0,2013-12-01,21.5,1570.0,5246.0,6839.0
Patillas,11.0,0.0,0.0,1.0,2.0,5.0,3.0,0.0,2013-12-01,23.9,1381.0,3823.0,5193.0
Orocovis,21.0,0.0,0.0,1.0,4.0,6.0,10.0,0.0,2013-12-01,17.9,1140.0,4511.0,5543.0
Naranjito,39.0,0.0,0.0,0.0,2.0,12.0,16.0,9.0,2013-12-01,16.9,1388.0,6371.0,7738.0
Naguabo,27.0,0.0,0.0,1.0,0.0,14.0,12.0,0.0,2013-12-01,16.4,1484.0,7158.0,8513.0
Morovis,23.0,0.0,0.0,0.0,1.0,14.0,9.0,0.0,2013-12-01,19.8,1836.0,6971.0,8808.0
Quebradillas,36.0,2.0,0.0,2.0,0.0,19.0,12.0,1.0,2013-12-01,19.1,1332.0,5135.0,6459.0
Moca,38.0,0.0,0.0,2.0,1.0,14.0,20.0,1.0,2013-12-01,20.1,2353.0,8915.0,11151.0
Maunabo,20.0,1.0,0.0,0.0,2.0,3.0,14.0,0.0,2013-12-01,21.4,773.0,2508.0,3287.0
Maricao,6.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,2013-12-01,21.9,496.0,1693.0,1980.0
Manatí,66.0,1.0,0.0,5.0,2.0,18.0,29.0,11.0,2013-12-01,14.4,1798.0,10351.0,12141.0
Luquillo,26.0,0.0,0.0,0.0,2.0,6.0,16.0,2.0,2013-12-01,19.8,1502.0,5461.0,7002.0
Loiza,29.0,2.0,0.0,1.0,0.0,3.0,22.0,1.0,2013-12-01,13.0,1275.0,7904.0,9248.0
Las Piedras,27.0,1.0,0.0,3.0,2.0,12.0,7.0,2.0,2013-12-01,17.8,2156.0,9657.0,11821.0
Las Marías,9.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,2013-12-01,25.2,961.0,2273.0,3220.0
Mayagüez,179.0,0.0,0.0,8.0,6.0,62.0,96.0,7.0,2013-12-01,19.6,5093.0,20257.0,25529.0
Lares,17.0,0.0,0.0,3.0,1.0,3.0,10.0,0.0,2013-12-01,25.8,2216.0,6277.0,7873.0
Rincón,28.0,1.0,1.0,1.0,2.0,19.0,3.0,1.0,2013-12-01,20.4,1131.0,3757.0,4897.0
Sabana Grande,16.0,1.0,0.0,1.0,1.0,4.0,8.0,1.0,2013-12-01,20.9,1509.0,5321.0,6815.0
Adjuntas,18.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,2013-12-01,22.8,1213.0,3709.0,4712.0
Yabucoa,30.0,2.0,0.0,4.0,2.0,9.0,13.0,0.0,2013-12-01,23.9,2585.0,7711.0,10277.0
Villalba,15.0,1.0,0.0,1.0,3.0,1.0,9.0,0.0,2013-12-01,21.7,2033.0,6375.0,8385.0
Vieques,19.0,1.0,0.0,1.0,4.0,7.0,5.0,1.0,2013-12-01,17.4,584.0,2503.0,3138.0
Vega Baja,64.0,2.0,0.0,12.0,2.0,18.0,18.0,12.0,2013-12-01,17.3,2654.0,12092.0,14839.0
Vega Alta,64.0,0.3333333333333333,0.0,4.0,3.0,16.0,21.0,21.0,2013-12-01,14.8,1603.0,8668.0,10356.0
Utuado,21.0,0.0,0.0,2.0,1.3333333333333333,5.0,15.0,0.0,2013-12-01,20.2,1589.0,5891.0,7297.0
Rio Grande,56.0,0.0,0.0,2.0,1.0,12.0,39.0,2.0,2013-12-01,12.2,2240.0,15370.0,17736.0
Trujillo Alto,69.0,1.0,0.0,9.0,0.0,13.0,38.0,8.0,2013-12-01,8.0,2285.0,25487.0,27997.0
Toa Alta,52.0,0.0,0.0,2.0,1.0,13.0,27.0,9.0,2013-12-01,9.9,2638.0,23613.0,26465.0
Santa Isabel,90.0,3.0,0.0,5.0,13.0,17.0,47.0,5.0,2013-12-01,19.7,2029.0,8496.0,9490.0
San Sebastián,47.0,0.0,0.0,0.0,3.0,19.0,23.0,2.0,2013-12-01,24.2,3033.0,8790.0,11379.0
San Lorenzo,42.0,0.0,0.0,6.0,6.0,14.0,14.0,2.0,2013-12-01,16.9,2214.0,10475.0,12741.0
San Juan,1132.0,9.0,0.0,173.0,25.0,116.0,684.0,125.0,2013-12-01,8.4,12110.0,127663.0,140671.0
San Germán,23.0,0.0,0.0,0.0,0.0,9.0,14.0,0.0,2013-12-01,20.0,2224.0,8723.0,10966.0
Salinas,31.0,0.0,0.0,1.0,2.0,8.0,18.0,2.0,2013-12-01,27.4,2367.0,6185.0,8532.0
Toa Baja,124.0,1.0,1.0,21.0,2.0,18.0,62.0,19.0,2013-12-01,11.1,3569.0,27663.0,31484.0
Lajas,6.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2013-12-01,27.6,1812.0,4574.0,6321.0
Yauco,41.0,0.0,0.0,2.0,2.0,9.0,27.0,1.0,2013-12-01,21.1,2706.0,8975.0,11438.0
Juana Díaz,120.0,2.0,0.0,8.0,9.0,40.0,57.0,4.0,2013-12-01,16.3,2818.0,13600.0,16214.0
Cayey,62.0,2.0,0.0,9.0,7.0,11.0,29.0,4.0,2013-12-01,13.6,2402.0,14498.0,16990.0
Cataño,33.0,1.0,0.0,4.0,2.0,8.0,14.0,4.0,2013-12-01,13.4,1185.0,7297.0,8550.0
Carolina,355.0,8.0,0.0,50.0,9.0,62.0,204.0,22.0,2013-12-01,9.9,6641.0,57901.0,65087.0
Canóvanas,68.0,1.0,0.0,9.0,0.0,13.0,42.0,3.0,2013-12-01,13.6,2365.0,14149.0,16628.0
Camuy,32.0,0.0,0.0,2.0,2.0,12.0,15.0,1.0,2013-12-01,15.6,1664.0,8471.0,10019.0
Caguas,225.0,4.0,0.0,12.0,4.0,43.0,136.0,26.0,2013-12-01,12.1,6321.0,43986.0,50704.0
Juncos,38.0,0.0,0.0,4.0,4.0,14.0,11.0,5.0,2013-12-01,16.2,2175.0,10658.0,12871.0
Ceiba,13.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,2013-12-01,18.5,840.0,3406.0,4269.0
Bayamón,464.0,4.0,0.0,70.0,7.0,51.0,243.0,89.0,2013-12-01,10.4,7569.0,62031.0,70174.0
Barceloneta,56.0,0.0,0.0,4.0,1.0,9.0,41.0,1.0,2013-12-01,23.1,1556.0,4933.0,6514.0
Arroyo,19.0,0.0,0.0,0.0,5.0,3.0,11.0,0.0,2013-12-01,25.5,1535.0,4150.0,5699.0
Arecibo,86.0,0.0,0.0,6.0,8.0,33.0,35.0,4.0,2013-12-01,15.8,4237.0,21313.0,25364.0
Añasco,19.0,0.0,0.0,2.0,0.0,13.0,4.0,0.0,2013-12-01,18.4,1806.0,7513.0,9283.0
Aibonito,25.0,0.0,0.0,2.0,4.0,11.0,6.0,2.0,2013-12-01,17.4,1312.0,5816.0,7013.0
Aguas Buenas,13.0,1.0,0.0,2.0,0.0,3.0,6.0,1.0,2013-12-01,17.0,1258.0,5882.0,7157.0
Aguadilla,57.0,0.0,0.0,2.0,5.0,21.0,26.0,3.0,2013-12-01,17.7,2843.0,12595.0,15441.0
Barranquitas,46.0,1.0,0.0,4.0,4.0,12.0,19.0,6.0,2013-12-01,15.7,1322.0,6550.0,7715.0
Ciales,28.0,0.0,0.0,0.0,2.0,9.0,14.0,3.0,2013-12-01,26.5,1256.0,3319.0,4544.0
Cabo Rojo,38.0,0.0,0.0,2.0,1.0,16.0,17.0,2.0,2013-12-01,20.7,3122.0,11920.0,15068.0
Coamo,38.0,2.0,0.0,3.0,4.0,8.0,20.0,1.0,2013-12-01,21.3,2482.0,8919.0,11271.0
Cidra,50.0,4.0,0.0,4.0,2.0,14.0,20.0,6.0,2013-12-01,12.9,2140.0,14090.0,16334.0
Jayuya,17.0,0.0,0.0,1.0,0.0,10.0,6.0,0.0,2013-12-01,19.4,914.0,3583.0,4346.0
Isabela,72.0,0.0,0.0,2.0,3.0,21.0,45.0,1.0,2013-12-01,17.6,2232.0,9949.0,12120.0
Humacao,69.0,1.0,0.0,8.0,7.0,21.0,32.0,0.0,2013-12-01,18.4,3575.0,15005.0,18695.0
Hormigueros,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2013-12-01,17.3,994.0,4852.0,5847.0
Gurabo,12.0,0.0,0.0,1.0,0.0,4.0,5.0,2.0,2013-12-01,10.8,1968.0,15250.0,17360.0
Guaynabo,162.0,3.0,0.0,22.0,2.0,31.0,86.0,18.0,2013-12-01,6.4,2503.0,35226.0,37987.0
Guayanilla,20.0,1.0,0.0,0.0,0.0,10.0,8.0,1.0,2013-12-01,22.4,1377.0,4386.0,5672.0
Hatillo,76.0,0.0,0.0,5.0,3.0,13.0,49.0,6.0,2013-12-01,15.8,2449.0,11272.0,13464.0
Guánica,4.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2013-12-01,26.4,1293.0,3521.0,4706.0
Florida,11.0,0.0,0.0,1.0,2.0,1.0,5.0,2.0,2013-12-01,21.5,826.0,2899.0,3746.0
Fajardo,69.0,4.666666666666666,0.0,11.0,6.0,16.0,36.0,1.0,2013-12-01,18.0,2406.0,10069.0,12551.0
Dorado,79.0,0.0,0.0,6.0,3.0,28.0,32.0,10.0,2013-12-01,9.4,1220.0,11624.0,12884.0
Culebra,6.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,2013-12-01,9.3,72.0,741.0,811.0
Corozal,40.0,0.0,0.0,3.0,1.0,10.0,19.0,7.0,2013-12-01,15.2,1597.0,8308.0,9707.0
Comerío,19.0,0.0,1.0,0.0,1.0,1.0,13.0,3.0,2013-12-01,20.7,1170.0,4405.0,5516.0
Guayama,81.0,1.0,0.0,2.0,9.0,44.0,25.0,0.0,2013-12-01,22.3,2964.0,9976.0,12970.0
Dorado,68.0,1.0,0.0,8.0,2.0,19.0,28.5,9.5,2014-01-01,8.6,1149.0,11791.0,13016.0
Cidra,43.5,2.0,0.0,4.5,2.5,12.5,17.5,4.5,2014-01-01,12.0,2002.0,14319.0,16254.0
Coamo,30.0,1.0,0.0,1.5,2.5,6.0,17.0,2.0,2014-01-01,20.7,2254.0,8928.0,11187.0
Comerío,23.5,0.0,0.5,1.5,2.5,4.0,12.5,2.5,2014-01-01,19.6,1063.0,4413.0,5460.0
Corozal,30.0,0.0,0.0,2.5,1.0,10.0,12.0,4.5,2014-01-01,14.9,1492.0,8251.0,9653.0
Culebra,3.5,0.0,0.0,0.0,0.5,1.5,1.5,0.0,2014-01-01,8.2,67.0,749.0,836.0
Fajardo,54.5,2.333333333333333,0.0,5.5,6.5,16.0,26.5,0.5,2014-01-01,17.2,2279.0,10241.0,12366.0
Humacao,70.0,1.0,0.0,7.5,4.0,24.5,31.5,1.5,2014-01-01,17.5,3410.0,15267.0,18692.0
Guánica,8.5,0.0,0.0,0.5,0.5,1.5,5.5,0.5,2014-01-01,25.0,1266.0,3474.0,4693.0
Guayama,69.0,1.0,0.0,2.0,5.5,28.5,31.0,1.0,2014-01-01,21.3,2668.0,10127.0,12731.0
Guayanilla,15.0,0.5,0.0,0.5,0.5,5.5,7.5,0.5,2014-01-01,22.1,1311.0,4360.0,5607.0
Guaynabo,126.5,1.5,0.0,17.0,1.0,23.0,68.0,16.0,2014-01-01,5.9,2281.0,35872.0,37948.0
Gurabo,17.0,0.0,0.0,2.0,0.0,5.0,7.5,2.5,2014-01-01,10.1,1844.0,15508.0,17542.0
Hatillo,90.5,0.0,0.0,4.5,2.5,20.5,59.0,4.0,2014-01-01,16.6,2338.0,11192.0,13570.0
Hormigueros,6.5,0.0,0.0,0.0,0.0,2.0,3.5,1.0,2014-01-01,15.8,934.0,4943.0,5818.0
Florida,12.0,0.0,0.0,0.5,1.0,2.0,7.0,1.5,2014-01-01,20.7,770.0,2940.0,3703.0
Ciales,25.5,0.5,0.0,1.0,2.0,8.5,12.0,1.5,2014-01-01,25.6,1165.0,3329.0,4467.0
Aguada,17.5,0.0,0.0,1.5,0.5,4.5,11.5,1.0,2014-01-01,17.8,2267.0,10097.0,12423.0
Cayey,61.0,1.0,0.0,8.5,5.5,10.5,29.5,6.0,2014-01-01,12.9,2232.0,14736.0,16929.0
Isabela,58.5,0.0,0.0,1.5,2.5,17.5,36.0,1.0,2014-01-01,17.2,2092.0,10006.0,12692.0
Aguadilla,57.5,0.0,0.0,3.0,3.0,21.0,28.5,2.0,2014-01-01,17.0,2708.0,12722.0,15450.0
Aguas Buenas,15.0,1.0,0.0,2.5,0.5,3.5,6.0,1.5,2014-01-01,16.1,1194.0,5960.0,7116.0
Aibonito,21.5,0.0,0.0,1.0,2.0,9.5,8.0,1.0,2014-01-01,17.0,1222.0,5788.0,6936.0
Añasco,14.5,0.0,0.0,1.0,0.0,10.0,3.5,0.0,2014-01-01,17.7,1661.0,7566.0,9304.0
Arecibo,100.5,0.0,0.0,10.0,6.0,42.5,38.0,4.0,2014-01-01,15.3,3997.0,21365.0,25185.0
Arroyo,17.5,0.0,0.0,0.5,3.5,3.5,10.0,0.0,2014-01-01,24.6,1384.0,4212.0,5565.0
Ceiba,11.0,0.0,0.0,0.0,0.5,5.0,5.5,0.0,2014-01-01,18.0,760.0,3465.0,4183.0
Barceloneta,53.5,0.5,0.0,2.0,1.0,7.5,40.5,2.0,2014-01-01,22.2,1439.0,4997.0,6479.0
Bayamón,434.0,5.5,0.0,55.5,5.5,53.5,240.5,73.5,2014-01-01,9.8,7084.0,63160.0,69592.0
Cabo Rojo,30.5,0.0,0.0,1.0,1.0,13.0,14.0,1.5,2014-01-01,19.3,2930.0,12131.0,14960.0
Caguas,225.5,3.0,0.0,13.0,4.5,45.0,134.0,26.0,2014-01-01,11.4,5954.0,44736.0,50045.0
Camuy,31.0,0.0,0.0,1.5,1.0,9.5,18.0,1.0,2014-01-01,14.9,1515.0,8469.0,9945.0
Canóvanas,52.5,1.5,0.0,8.5,0.5,10.0,29.0,3.0,2014-01-01,12.9,2206.0,14382.0,16651.0
Carolina,314.0,6.0,0.0,38.5,9.0,48.0,195.5,17.0,2014-01-01,9.3,6244.0,58927.0,64655.0
Cataño,31.0,0.5,0.0,4.5,2.5,8.5,10.5,4.5,2014-01-01,12.5,1087.0,7436.0,8449.0
Barranquitas,37.0,0.5,0.0,2.5,4.0,8.0,17.5,4.5,2014-01-01,15.5,1245.0,6502.0,7711.0
Jayuya,14.5,0.0,0.0,0.5,0.0,6.0,7.5,0.5,2014-01-01,19.1,832.0,3467.0,4282.0
Peñuelas,11.5,0.5,0.0,0.5,0.5,5.5,4.0,0.5,2014-01-01,21.2,1453.0,5316.0,6713.0
Juncos,29.5,0.0,0.0,3.5,3.0,11.0,9.0,3.0,2014-01-01,15.5,2053.0,10780.0,12851.0
Sabana Grande,14.5,0.5,0.0,0.5,1.0,4.0,8.0,0.5,2014-01-01,20.3,1419.0,5382.0,6711.0
Salinas,32.5,0.0,0.0,3.0,4.0,10.0,14.0,1.5,2014-01-01,26.3,2144.0,6231.0,8416.0
San Germán,19.5,0.0,0.0,0.0,0.5,8.0,10.5,0.5,2014-01-01,18.7,2123.0,8877.0,10861.0
San Juan,921.5,10.0,0.0,138.0,33.0,106.5,534.0,100.0,2014-01-01,7.8,11322.0,130058.0,140042.0
San Lorenzo,37.5,1.0,0.0,5.0,3.0,14.0,13.5,1.0,2014-01-01,15.9,2106.0,10617.0,12683.0
San Sebastián,42.5,0.0,0.0,1.5,2.5,17.5,18.5,2.5,2014-01-01,24.1,2810.0,8578.0,11276.0
Santa Isabel,60.0,2.5,0.0,4.0,7.0,13.5,30.0,3.0,2014-01-01,20.3,1661.0,7652.0,10907.0
Toa Alta,44.5,0.5,0.0,1.5,2.0,13.5,21.0,6.0,2014-01-01,9.0,2460.0,24016.0,26645.0
Toa Baja,117.0,1.0,0.5,20.0,2.5,16.0,60.0,17.0,2014-01-01,10.4,3301.0,28132.0,31205.0
Trujillo Alto,60.5,0.5,0.0,5.5,1.0,11.5,35.5,6.5,2014-01-01,7.4,2166.0,25939.0,27893.0
Utuado,25.0,0.0,0.0,1.0,1.6666666666666663,6.0,17.5,0.0,2014-01-01,20.0,1490.0,5806.0,7263.0
Vega Alta,63.0,0.6666666666666666,0.0,4.0,2.0,15.5,25.5,16.0,2014-01-01,14.1,1492.0,8810.0,10307.0
Vega Baja,70.5,1.0,0.0,9.5,1.5,19.5,30.0,9.0,2014-01-01,16.5,2507.0,12260.0,14655.0
Adjuntas,11.5,0.0,0.0,0.0,0.0,3.5,8.0,0.0,2014-01-01,23.4,1145.0,3569.0,4615.0
Vieques,20.5,0.5,0.0,1.0,3.0,9.5,5.5,1.0,2014-01-01,16.8,503.0,2612.0,3331.0
Rio Grande,41.5,0.0,0.0,4.0,2.0,10.0,24.0,1.5,2014-01-01,11.5,2075.0,15611.0,17584.0
Rincón,23.5,0.5,0.5,1.0,1.0,12.0,7.5,1.0,2014-01-01,21.2,1105.0,3803.0,4959.0
Quebradillas,26.5,1.0,0.0,1.0,0.0,14.5,8.0,2.0,2014-01-01,18.3,1224.0,5184.0,6388.0
Ponce,256.5,5.5,0.0,27.5,13.5,59.5,141.5,9.0,2014-01-01,15.6,8011.0,42906.0,50621.0
Lajas,9.0,0.0,0.0,1.0,1.0,3.0,4.0,0.0,2014-01-01,26.6,1690.0,4599.0,6185.0
Lares,16.0,0.0,0.0,1.5,1.0,4.0,9.5,0.0,2014-01-01,25.7,1982.0,5850.0,7687.0
Las Marías,8.0,0.0,0.0,0.5,1.0,2.5,4.0,0.0,2014-01-01,27.8,888.0,2201.0,2961.0
Las Piedras,26.0,0.5,0.0,3.0,1.0,10.0,9.0,2.5,2014-01-01,16.8,2002.0,9770.0,11810.0
Loiza,33.0,1.0,0.5,2.5,2.0,5.0,20.5,1.5,2014-01-01,12.5,1207.0,8033.0,9178.0
Luquillo,20.5,0.0,0.0,0.5,1.0,4.0,13.5,1.5,2014-01-01,19.3,1404.0,5553.0,6935.0
Manatí,53.5,0.5,0.0,3.5,2.0,16.0,22.5,9.0,2014-01-01,13.8,1712.0,10452.0,12076.0
Juana Díaz,72.5,2.0,0.0,5.0,5.5,23.5,34.5,2.0,2014-01-01,16.1,2580.0,13602.0,16016.0
Maricao,4.0,0.0,0.0,0.5,0.5,1.5,1.5,0.0,2014-01-01,23.0,483.0,1573.0,2019.0
Mayagüez,162.5,0.5,0.0,10.0,3.5,54.0,89.5,5.0,2014-01-01,18.3,4710.0,20756.0,24999.0
Moca,35.0,0.0,0.0,1.5,2.0,14.0,17.0,0.5,2014-01-01,19.5,2214.0,8924.0,11141.0
Morovis,21.5,0.0,0.0,0.0,1.0,13.5,6.0,1.5,2014-01-01,18.9,1752.0,7034.0,8767.0
Naguabo,20.0,1.0,0.0,2.0,1.0,9.0,7.0,0.0,2014-01-01,15.9,1375.0,7152.0,8517.0
Naranjito,29.5,0.0,0.0,0.5,1.5,9.0,11.5,7.0,2014-01-01,16.6,1269.0,6413.0,7641.0
Orocovis,19.5,0.5,0.0,0.5,3.0,5.0,9.5,1.0,2014-01-01,18.3,1063.0,4482.0,5483.0
Patillas,14.5,0.5,0.0,0.5,1.5,4.5,7.0,0.5,2014-01-01,24.0,1307.0,3862.0,5140.0
Maunabo,14.0,0.5,0.0,0.0,1.5,3.5,8.5,0.0,2014-01-01,21.7,749.0,2540.0,3262.0
Villalba,11.5,0.5,0.0,1.0,1.5,1.5,7.0,0.0,2014-01-01,21.9,1929.0,6435.0,8286.0
Yabucoa,24.5,1.0,0.0,4.0,3.0,6.5,10.0,0.0,2014-01-01,23.3,2471.0,7781.0,10196.0
Yauco,27.0,0.5,0.0,1.0,1.0,6.0,18.0,0.5,2014-01-01,21.0,2679.0,8873.0,11412.0
Jayuya,12.0,0.0,0.0,0.0,0.0,2.0,9.0,1.0,2014-02-01,21.0,825.0,3432.0,4268.0
Peñuelas,10.0,1.0,0.0,0.0,1.0,4.0,4.0,0.0,2014-02-01,23.0,1452.0,5269.0,6625.0
Patillas,18.0,1.0,0.0,0.0,1.0,4.0,11.0,1.0,2014-02-01,26.6,1295.0,3812.0,5060.0
Orocovis,18.0,1.0,0.0,0.0,2.0,4.0,9.0,2.0,2014-02-01,20.6,1072.0,4403.0,5429.0
Naranjito,20.0,0.0,0.0,1.0,1.0,6.0,7.0,5.0,2014-02-01,17.9,1258.0,6350.0,7520.0
Naguabo,13.0,2.0,0.0,3.0,2.0,4.0,2.0,0.0,2014-02-01,17.4,1359.0,7029.0,8390.0
Morovis,20.0,0.0,0.0,0.0,1.0,13.0,3.0,3.0,2014-02-01,20.8,1716.0,6972.0,8611.0
Moca,32.0,0.0,0.0,1.0,3.0,14.0,14.0,0.0,2014-02-01,21.1,2242.0,8798.0,11022.0
Mayagüez,146.0,1.0,0.0,12.0,1.0,46.0,83.0,3.0,2014-02-01,19.9,4645.0,20436.0,24528.0
Maunabo,8.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,2014-02-01,23.5,765.0,2514.0,3238.0
Maricao,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2014-02-01,25.1,487.0,1484.0,2031.0
Manatí,41.0,0.0,0.0,2.0,2.0,14.0,16.0,7.0,2014-02-01,14.8,1769.0,10343.0,11968.0
Luquillo,15.0,0.0,0.0,1.0,0.0,2.0,11.0,1.0,2014-02-01,21.5,1376.0,5500.0,6821.0
Loiza,37.0,0.0,1.0,4.0,4.0,7.0,19.0,2.0,2014-02-01,13.8,1190.0,7973.0,9030.0
Las Piedras,25.0,0.0,0.0,3.0,0.0,8.0,11.0,3.0,2014-02-01,18.2,2016.0,9665.0,11667.0
Las Marías,7.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,2014-02-01,29.8,896.0,2259.0,3001.0
Ponce,200.0,9.0,0.0,15.0,8.0,35.0,123.0,10.0,2014-02-01,17.0,7992.0,42481.0,49943.0
Quebradillas,17.0,0.0,0.0,0.0,0.0,10.0,4.0,3.0,2014-02-01,20.6,1237.0,5127.0,6333.0
Rincón,19.0,0.0,0.0,1.0,0.0,5.0,12.0,1.0,2014-02-01,23.1,1106.0,3766.0,4896.0
Rio Grande,27.0,0.0,0.0,6.0,3.0,8.0,9.0,1.0,2014-02-01,12.6,2089.0,15496.0,17342.0
Villalba,8.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,2014-02-01,24.2,1941.0,6352.0,8202.0
Vieques,22.0,0.0,0.0,1.0,2.0,12.0,6.0,1.0,2014-02-01,18.6,488.0,2554.0,3277.0
Vega Baja,77.0,0.0,0.0,7.0,1.0,21.0,42.0,6.0,2014-02-01,17.9,2515.0,12185.0,14449.0
Vega Alta,62.0,1.0,0.0,4.0,1.0,15.0,30.0,11.0,2014-02-01,15.5,1507.0,8753.0,10174.0
Utuado,29.0,0.0,0.0,0.0,2.0,7.0,20.0,0.0,2014-02-01,21.8,1465.0,5708.0,7132.0
Trujillo Alto,52.0,0.0,0.0,2.0,2.0,10.0,33.0,5.0,2014-02-01,8.2,2139.0,25712.0,27463.0
Toa Baja,110.0,1.0,0.0,19.0,3.0,14.0,58.0,15.0,2014-02-01,11.3,3285.0,27915.0,30735.0
Toa Alta,37.0,1.0,0.0,1.0,3.0,14.0,15.0,3.0,2014-02-01,10.0,2461.0,23827.0,26255.0
Santa Isabel,30.0,2.0,0.0,3.0,1.0,10.0,13.0,1.0,2014-02-01,21.4,1621.0,7461.0,10597.0
San Sebastián,38.0,0.0,0.0,3.0,2.0,16.0,14.0,3.0,2014-02-01,26.7,2832.0,8346.0,11168.0
San Lorenzo,33.0,2.0,0.0,4.0,0.0,14.0,13.0,0.0,2014-02-01,17.4,2083.0,10527.0,12485.0
San Juan,711.0,11.0,0.0,103.0,41.0,97.0,384.0,75.0,2014-02-01,8.6,11239.0,128561.0,138117.0
San Germán,16.0,0.0,0.0,0.0,1.0,7.0,7.0,1.0,2014-02-01,20.3,2111.0,8742.0,10656.0
Salinas,34.0,0.0,0.0,5.0,6.0,12.0,10.0,1.0,2014-02-01,27.7,2137.0,6165.0,8268.0
Sabana Grande,13.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,2014-02-01,22.1,1406.0,5306.0,6572.0
Lares,15.0,0.0,0.0,0.0,1.0,5.0,9.0,0.0,2014-02-01,28.1,1935.0,5657.0,7553.0
Lajas,12.0,0.0,0.0,2.0,2.0,2.0,6.0,0.0,2014-02-01,28.7,1621.0,4509.0,6010.0
Juncos,21.0,0.0,0.0,3.0,2.0,8.0,7.0,1.0,2014-02-01,16.9,2042.0,10696.0,12658.0
Juana Díaz,25.0,2.0,0.0,2.0,2.0,7.0,12.0,0.0,2014-02-01,17.4,2618.0,13396.0,15839.0
Cataño,29.0,0.0,0.0,5.0,3.0,9.0,7.0,5.0,2014-02-01,13.9,1099.0,7365.0,8349.0
Carolina,273.0,4.0,0.0,27.0,9.0,34.0,187.0,12.0,2014-02-01,10.2,6255.0,58446.0,63736.0
Canóvanas,37.0,2.0,0.0,8.0,1.0,7.0,16.0,3.0,2014-02-01,14.2,2223.0,14263.0,16435.0
Camuy,30.0,0.0,0.0,1.0,0.0,7.0,21.0,1.0,2014-02-01,16.6,1523.0,8355.0,9835.0
Caguas,226.0,2.0,0.0,14.0,5.0,47.0,132.0,26.0,2014-02-01,12.5,5968.0,44383.0,49355.0
Cabo Rojo,23.0,0.0,0.0,0.0,1.0,10.0,11.0,1.0,2014-02-01,20.7,2837.0,11946.0,14599.0
Bayamón,404.0,7.0,0.0,41.0,4.0,56.0,238.0,58.0,2014-02-01,10.8,7159.0,62605.0,68692.0
Barranquitas,28.0,0.0,0.0,1.0,4.0,4.0,16.0,3.0,2014-02-01,17.1,1269.0,6393.0,7626.0
Barceloneta,51.0,1.0,0.0,0.0,1.0,6.0,40.0,3.0,2014-02-01,23.9,1417.0,4958.0,6371.0
